"RegionName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02"
"Davenport, IL",107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1412.5,1500,1350,1125,1250,1250,1200,1200,1195,1200,1297.5,1297.5,1200,1395,1240,1250,1162.5,1088,1135,1100,1150,1250,1160,1200
"Myrtle Beach, SC",108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1597.5,1737.5,1712.5,1737.5,1850,1950,1800,1750,1650,1600,1600,1650,1675,1650,1725,1750,1775,1795,1750,1697.5,1695,1700,1650,1750,1750
"Fayetteville, NC",109,,,,,,,,,,,,,1250,1250,1299,1312.5,1350,1295,1275,1275,1250,1215,1200,1250,1250,1275,1300,1300,1325,1300,1300,1262.5,1250,1250,1250,1200,1200,1220,1250,1262.5,1250,1250,1295,1295,1250,1250,1250,1250,1229,1250,1250,1300,1295,1250,1250,1200,1250,1239.5,1250,1250,1250,1250,1295,1300,1300,1300,1295,1250,1295,1295,1250,1250,1250,1250,1250,1297.5,1350,1312.5,1297.5,1250,1262.5,1250,1250,1250,1250,1250,1297.5,1300,1400,1350,1300,1350,1350,1350,1300,1300,1320,1320,1397.5,1400,1397.5,1350,1347.5,1300,1250,1300,1325,1350,1325
"Savannah, GA",110,,,,,,,,,,,,,1400,1425,1500,1550,1350,1400,1425,1425,1400,1375,1400,1425,1400,1500,1600,1650,1600,1500,1500,1500,1500,1472.5,1472.5,1500,1550,1500,1525,1600,1550,1600,1550,1600,1600,1537.5,1500,1500,1500,1500,1500,1600,1600,1600,1525,1562.5,1600,1537.5,1600,1600,1537.5,1537.5,1600,1662.5,1650,1650,1650,1650,1650,1650,1600,1600,1600,1650,1650,1600,1645,1675,1600,1550,1562.5,1512.5,1550,1600,1600,1690,1650,1600,1650,1640,1632.5,1600,1600,1600,1600,1600,1600,1650,1750,1750,1700,1695,1685,1650,1650,1650,1600,1650,1650
"Ocala, FL",111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1500,1550,1325,1450,1650,1595,1422.5,1550,1500,1500,1500,1650
"Kalamazoo, MI",112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1398,1396,1396,1396,1396,1400,1400,1500,1500,1450,1400,1500,1500,1500,1470,1500
"Lincoln, NE",113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295,1350,1325,1345,1300,1300,1250,1175,1295,1250,1195,1250,1300
"Fort Collins, CO",114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1795,1725,1825,1800,1772.5,1795,1800,1797.5,1950,1925,1895,1825,1875,1895,1850,1850,1797.5,1800,1795,1695,1750,1772.5,1795,1812.5,1895,1875,1900,1875,1795,1795,1795,1800,1772.5,1875,1900,1975,1995,2000,1950,1925,1975,1995,1895,1895,1900,1995,2000
"Columbus, GA",115,,,,,,,,,,,,,,,,,,,,,,,,,,1100,1150,1325,1350,1375,1372.5,1295,1300,1295,1200,1200,1200,1250,1250,1295,1300,1337.5,1300,1295,1257.5,1275,1262.5,1250,1250,1200,1225,1300,1350,1350,1312.5,1300,1300,1337.5,1297.5,1300,1295,1295,1300,1395,1350,1300,1295,1295,1257.5,1250,1262.5,1200,1200,1200,1250,1300,1350,1395,1250,1250.5,1300,1200,1200,1200,1250,1295,1297.5,1300,1350,1350,1295,1200,1195,1200,1200,1320,1200,1350,1450,1372.5,1395,1397.5,1395,1395,1295,1295,1325,1362.5,1395
"Lubbock, TX",116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1647.5,1695,1700,1700,1675,1550,1400,1350,1395,1250,1325,1375,1375,1600,1800,1697.5,1600,1600,1600,1400,1450,1550,1595,1600,1600,1795
"New London, CT",117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,1875,1900,1795,1725,1600,1675,1600,1600,1725,1700,2000,1800,1750,1775,1512.5,1500,1500,1500,1550,1800
"San Luis Obispo, CA",118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,2850,3000,3000,3250,3000,2925,2697.5,2850,2722.5,2675,2575,2500,2600,2600
"Gainesville, FL",119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1600,1595,1595,1542.5,1495,1495,1495,1497.5,1537.5,1750,1800,1800,1800,1775,1700,1650,1650,1595,1600,1875,1725,1900,1800
"Cedar Rapids, IA",120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,1150,1237.5,1200,1125,1197.5,1162.5,1170,1300,1125,1100,1125,950,1025,1150,1150,1150,1050,1037.5,1025,1050,1025,1175,1185,1100
"Merced, CA",121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1425,1399.5,1450,1599,1600,1562.5,1500,1450,1400,1500,1450,1500,1525,1550,1700,1700,1700,1700,1650,1600,1600,1550,1600,1600,1585
"Kennewick, WA",122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1650,1695,1650,1625,1600,1600,1600,1695,1600,1600,1650,1625,1625,1595,1750,1750,1700,1700,1695,1600,1600,1595
"Greeley, CO",123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1795,1800,1750,1750,1725,1900,1675,1650,1850,1995,1685,1797.5,1895,1902.5,2100,1960,1895,1925,1990,2000,2050,2100,1895,1850
"Olympia, WA",124,,,,,,,,,,,,,,,,1600,1650,1550,1550,1595,1595,1625,1600,1575,1590,1600,1595,1597,1600,1650,1600,1600,1595,1595,1500,1495,1500,1550,1600,1600,1650,1600,1600,1595,1595,1550,1590,1550,1575,1585,1595,1595,1600,1587.5,1572.5,1550,1575,1599,1550,1575,1595,1600,1637.5,1650,1675,1675,1695,1695,1675,1700,1650,1650,1695,1750,1700,1795,1700,1700,1795,1750,1695,1700,1775,1762.5,1800,1825,1937.5,1900,1900,1900,1900,1982.5,1900,1870,1900,1862.5,1895,1950,2195,1962.5,2100,1995,2000,2095,1900,1985,1925,2000,1995
"Bremerton, WA",125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1750,1795,1800,1800,1812.5,1812.5,1850,1850,2100,1850,1850,1985,1885,1850,1825,1850,1887.5,1962.5,1974.5
"College Station, TX",126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895,1850,1895,1900,1800,1775,1700,1600,1550,1500,1600,1795,1900,1950,1900,1800
"Charlottesville, VA",127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975,1695,1830,1995,2012.5,2000,2012.5,2100,2025,2025,2025,2077.5,2025,1975,1985,2100,2085,2000,2000,2100,2137.5,2500,2500,2200,2037,2025,2075
"Las Cruces, NM",128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,1197.5,1150,1195,1100,1150,1150,1137.5,1162.5,1150,1175,1175,1250,1275,1200,1150,1200,1150,1112.5,1162.5,1262.5,1225,1200,1172.5,1200
"Warner Robins, GA",129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350,1395,1445,1495,1425,1400,1397.5,1367.5,1360,1355,1350,1300,1312.5,1350,1337.5,1350,1350,1397.5,1400,1355,1375,1350,1350,1325,1375,1375
"Jacksonville, NC",130,,,,,,,,,,,,,,1200,1200,1200,1250,1250,1300,1300,1250,1250,1200,1200,1195,1175,1222.5,1250,1250,1225,1250,1246,1200,1180,1150,1150,1150,1195,1200,1250,1225,1200,1195,1150,1175,1125,1150,1100,1100,1137.5,1195,1250,1200,1200,1200,1200,1195,1100,1150,1150,1150,1150,1200,1200,1200,1195,1195,1150,1145,1137,1100,1150,1150,1195,1200,1250,1200,1250,1200,1100,1197,1195,1100,1200,1194,1200,1250,1250,1250,1225,1150,1100,1150,1123.5,1150,1191,1200,1200,1200,1275,1250,1295,1250,1248.5,1250,1250,1300,1250,1275
"East Stroudsburg, PA",131,,,,,,,,,,,,,,,,1500,1500,1450,1500,1550,1695,1600,1600,1600,1525,1500,1467.5,1500,1500,1575,1550,1450,1450,1497.5,1498.5,1500,1485,1500,1500,1600,1600,1522.5,1525,1600,1600,1450,1450,1500,1387.5,1400,1400,1500,1500,1600,1597.5,1500,1475,1500,1450,1450,1500,1500,1500,1500,1550,1550,1600,1597.5,1500,1500,1450,1500,1497.5,1500,1600,1600,1600,1500,1600,1595,1547.5,1500,1500,1600,1600,1572.5,1600,1600,1600,1625,1550,1500,1500,1500,1472.5,1500,1550,1550,1600,1575,1550,1595,1550,1500,1425,1450,1572.5,1500,1600
"Dover, DE",132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1587.5,1499.5,1661,1650,1600,1650,1595,1599,1541,1500,1600,1699.5,1700,1700.5,1686,1675,1600,1690.5,1700,1700
"Bloomington, IN",133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2395,2250,2480,2500,2637.5,2600,2900,2950,2699.5,2600,2400,2675,2650,2600,2625,2600,2500,2600
"Bend, OR",134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1895,1995,1995,1850,1747.5,1725,1895,1850,1995,1995,1900,1995,1950,1997.5,1995,2000,2095,2100,2247.5
"St. George, UT",135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599,1700,1695,1600,1616,1750,1717,1716,1716,1616,1616,1695,1750,1750,1750,1758,1833,1850,1875,1917,1800,1800,1900,1835,1850,1962.5
"Lawton, OK",136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1147.5,1095,1200,1163,1250,1131,1200,1200,1140.5,1197.5,1131,1200,1200,1250,1067,1095,1095,1195,1067,1092,1092,1094,1094,1094,1094,1094
"Morgantown, WV",137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1327.5,1260,1350,1500,1600,1600,1545,1435,1275,1250,1367.5,1450,1300,1350,1350,1300,1300,1300,1300,1500,1397.5,1400,1470,1400
"Watertown, NY",138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1230,1230,1200,1230,1230,1230,1230,1275,1335,1300,1200,1200,1335,1282.5,1300,1295,1270,1317.5,1399,1377,1300,1377,1388,1315,1245,1250,1250
"Lawrence, KS",139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1295,1298,1300,1325,1300,1300,1273.5,1300,1325,1350,1289,1312.5,1280,1330,1362.5,1300,1300,1299,1350,1372.5,1395,1395,1300,1300,1275
"Manhattan, KS",140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1455,1460,1300,1250,1250,1300,1250,1300,1450,1450,1400,1300,1425,1300,1337.5,1400,1400,1275,1250,1295,1300,1295,1300,1300,1375,1390,1375,1400,1400,1400,1350,1350,1262.5,1250,1250,1400,1400,1437.5,1400,1350,1350,1400,1350,1450,1350,1400,1372.5,1350,1362.5,1440,1450,1400,1349,1350,1372.5,1375,1300,1200,1200,1325,1400,1400,1400,1380,1380,1300,1295,1200,1200,1200,1297.5,1395,1400,1449,1440
"Corvallis, OR",141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097.5,2300,2395,2295,2247.5,2100,1995,1995,1995,1995,1995,1995
"Junction City, KS",142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1200,1200,1262.5,1250,1250,1200,1200,1250,1250,1212.5,1200,1200,1225,1250,1225,1225,1300,1300,1250,1250,1250,1250,1250,1175
