"RegionName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01","2019-02"
"United States",0,,2100,2100,2095,2200,2000,1992.5,1950,1995,1965,2000,1850,1850,1895,1995,1995,1975,1950,1950,1850,1800,1800,1800,1800,1875,1950,1995,2050,1950,1900,1850,1800,1800,1800,1800,1800,1850,1895,1900,1900,1825,1900,1850,1850,1890,1850,1890,1850,1850,1850,1900,2000,2150,1995,1950,1900,1850,1850,1850,1900,1900,1975,1995,2000,2000,2000,2000,1995,1950,1950,1995,2000,2100,2195,2200,2200,2200,2195,2195,2100,2000,2000,1950,2000,2050,2100,2200,2200,2200,2200,2177,2100,2020,2000,2095,2150,2250,2300,2400,2400,2400,2365,2300,2200,2195,2195,2200,2300,2450
"New York, NY",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5500,5995,5800,5000,4897,4500,4495,4173.5,4085,4500,4492,4600
"Los Angeles-Long Beach-Anaheim, CA",2,,3295,3500,3500,3500,3500,3500,3350,3300,3295,3400,3200,3200,3172.5,3300,3200,3200,3100,3100,3000,3000,3000,3000,3000,3000,2995,2850,2900,2995,2950,2850,2800,2700,2650,2600,2695,2750,2700,2700,2695,2750,2800,2750,2800,2780,2700,2850,2800,2750,2795,2800,2900,3000,3150,3100,3100,3100,3100,3150,3150,3195,3100,3200,3300,3300,3300,3350,3300,3300,3300,3300,3300,3395,3495,3400,3397.5,3500,3450,3300,3395,3300,3500,3256.5,3399,3500,3600,3685,3700,3695,3600,3600,3650,3600,3596.5,3550,3586,3600,3600,3700,3800,3800,3800,3750,3750,3700,3750,3750,3700,3750
"Chicago, IL",3,2500,2300,2300,2300,2200,2300,2300,2100,2300,2200,2400,2075,2100,2150,2200,2400,2425,2350,2300,2200,2100,2000,2000,2000,2050,2100,2097.5,2100,2200,2176,2100,1995,1948,1834,1900,1850,1850,2000,1950,2100,2100,2200,2000,1952.5,1900,1850,1950,1895,1850,1895,1950,2149,2200,2200,2200,2195,2100,2100,2100,2069,2025,2100,2100,2250,2375,2300,2200,2097,2000,2000,1975,1995,1995,2095,2150,2225,2300,2300,2200,2000,1950,1950,1900,1850,1952,2000,2200,2350,2390,2400,2295,2150,2000,1995,2000,2000,2100,2250,2400,2545,2700,2500,2400,2300,2200,2200,2200,2250,2250
"Dallas-Fort Worth, TX",4,,1495,1597.5,1825,1862.5,1800,1697.5,1700,1895,1775,1800,1675,1650,1650,1650,1695,1675,1650,1650,1600,1599,1595,1575,1595,1595,1600,1595,1600,1600,1600,1599.5,1595,1595,1595,1550,1575,1595,1595,1595,1625,1625,1650,1650,1650,1600,1595,1600,1600,1600,1600,1600,1695,1750,1775,1750,1700,1700,1725,1750,1750,1750,1795,1795,1800,1827.5,1850,1850,1850,1800,1800,1800,1800,1800,1850,1875,1895,1895,1895,1895,1875,1875,1895,1845,1875,1875,1900,1950,1995,1995,1995,1995,1995,1945,1900,1925,1900,1950,1950,1995,1995,2000,2000,1995,1995,1995,1995,1995,1995,1995
"Philadelphia, PA",5,,,,,,,,,,,,,1900,1900,1950,2000,2000,1972.5,1950,1895,1845,1850,1950,1937.5,2000,2000,2000,2000,2000,1950,1950,1900,1950,1899.5,1875,1809.5,1995,2000,2000,2100,2100,2000,2000,1900,1900,1900,2000,1950,1900,1950,2000,2000,2000,2000,1950,1900,1900,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,1995,1999.5,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,1997,1950,2000,2000,1900,2000,2000,2000,2000,2000,2000,2000,1995,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2050,2100,2100,2099,2197.5
"Houston, TX",6,,,1700,1762.5,2000,1797.5,1750,1650,1600,1600,1600,1695,1650,1650,1692.5,1700,1650,1600,1600,1585,1550,1600,1600,1595,1595,1650,1550,1550,1600,1600,1600,1595,1495,1519,1550,1550,1500,1600,1650,1695,1700,1722.5,1750,1750,1750,1700,1750,1709.5,1600,1600,1650,1795,1800,1875,1900,1850,1800,1800,1800,1800,1800,1850,1850,1900,1900,1900,1900,1900,1850,1875,1850,1825,1850,1895,1950,1895,1900,1850,1897,1850,1800,1795,1750,1800,1800,1800,1850,1850,1850,1850,1850,1850,1830,1820,1850,1800,1800,1850,1895,1900,1900,1900,1895,1850,1800,1800,1800,1825,1825
"Washington, DC",7,,2300,2200,2300,2400,2450,2400,2300,2400,2400,2495,2400,2350,2300,2400,2450,2500,2495,2495,2475,2450,2400,2400,2400,2400,2400,2400,2495,2500,2500,2450,2400,2400,2400,2400,2350,2400,2395,2400,2400,2400,2500,2500,2500,2500,2475,2400,2400,2395,2350,2400,2500,2550,2600,2500,2500,2500,2500,2500,2475,2495,2500,2550,2600,2650,2600,2600,2550,2500,2500,2500,2500,2550,2600,2600,2600,2600,2600,2600,2500,2550,2500,2500,2500,2650,2600,2700,2750,2750,2795,2700,2700,2650,2641,2650,2695,2650,2600,2700,2800,2795,2750,2700,2600,2600,2600,2650,2600,2700
"Miami-Fort Lauderdale, FL",8,,,,,,,2500,2500,2600,2500,2500,2450,2500,2500,2500,2500,2500,2500,2499,2450,2400,2400,2350,2400,2400,2400,2400,2400,2500,2400,2400,2400,2400,2400,2350,2350,2350,2400,2400,2450,2450,2500,2477.5,2485,2500,2500,2495,2450,2400,2400,2400,2495,2500,2500,2500,2500,2495,2500,2500,2500,2500,2500,2500,2550,2500,2595,2600,2600,2577.5,2600,2600,2600,2600,2650,2600,2635,2650,2600,2600,2500,2581,2600,2500,2550,2600,2640,2695,2700,2700,2700,2725,2725,2750,2750,2750,2750,2750,2750,2750,2799,2800,2800,2780,2750,2769.5,2750,2750,2750,2750
"Atlanta, GA",9,,1495,1500,1500,1500,1550,1595,1550,1500,1500,1500,1400,1400,1400,1400,1450,1475,1400,1400,1395,1395,1350,1350,1300,1300,1350,1300,1350,1375,1350,1300,1300,1300,1300,1295,1295,1300,1300,1300,1300,1317.5,1350,1300,1337.5,1350,1300,1300,1300,1295,1295,1300,1350,1375,1375,1395,1375,1375,1392.5,1395,1395,1400,1425,1450,1495,1499,1495,1499,1469.5,1450,1450,1495,1495,1480,1495,1500,1545,1550,1550,1550,1550,1549,1555,1500,1550,1550,1595,1600,1650,1695,1695,1650,1645,1610,1600,1623,1645,1650,1650,1700,1712,1745,1720,1713,1699,1695,1695,1700,1700,1700
"Boston, MA",10,,,,,,,,,,,,,,,,,2600,2600,2600,2500,2400,2500,2600,2900,2900,3000,3000,3000,2900,2900,2800,2800,2800,2800,3000,3200,3200,3200,3200,3200,3200,3200,3050,3000,3000,3000,3100,3200,3300,3300,3400,3300,3300,3250,3200,3200,3150,3200,3300,3600,3500,3500,3400,3400,3300,3300,3200,3200,3200,3250,3400,3600,3600,3600,3550,3500,3450,3400,3400,3350,3200,3200,3400,3750,3700,3650,3600,3600,3600,3600,3500,3400,3400,3500,3700,3800,3800,3800,3850,3800,3750,3600,3600,3500,3500,3600,3800,4000,3900
"San Francisco, CA",11,,,,,,3750,3500,2950,2675,2397.5,2700,2300,2350,2300,2300,2400,2450,2470,2525,2400,2497.5,2450,2300,2250,2300,2495,2275,2299,2300,2300,2250,2200,2150,2150,2140,2159.5,2100,2090,2039,2100,2159,2200,2200,2295,2295,2275,2400,2395,2300,2300,2395,2495,2700,2800,2840,3075,2995,2950,3000,2900,2950,2900,3000,3300,3500,3550,3600,3500,3500,3295,3495,3457.5,3700,3850,3875,3650,3800,3900,3600,3500,3400,3500,3400,3500,3595,3600,3695,3795,3950,3897,3800,3800,3650,3629,3650,3600,3600,3700,3750,3900,3950,3900,3795,3750,3650,3600,3650,3700,3750
"Detroit, MI",12,,2000,2200,2200,2000,2000,1999.5,2000,2000,2000,2000,1997.5,1900,1950,2000,2100,2150,2100,2100,2000,1685,1600,1750,1700,1700,1750,1800,1900,1950,1995,1850,1800,1800,1800,1750,1650,1750,1700,1675,1800,1900,1995,2000,1995,1989,1950,1900,1900,1850,1850,1885,2100,2000,2000,2000,2100,2100,2100,2000,2000,2000,2000,2172.5,2200,2200,2250,2200,2200,2100,2000,2125,2150,2125,2200,2200,2200,2200,2000,2200,2100,2000,2100,2000,2000,2000,2000,2172.5,2200,2200,2300,2200,2195,2197.5,2000,2000,1900,1900,1950,2000,2200,2200,2200,2200,2200,2100,2025,2100,2100,2000
"Riverside, CA",13,,2000,2100,2100,2200,2175,2090,2000,2000,2125,2172.5,1900,1895,1895,1950,1995,1900,1850,1850,1800,1812.5,1800,1850,1800,1800,1795,1699,1750,1750,1795,1750,1700,1750,1750,1750,1750,1775,1775,1795,1800,1799,1800,1800,1825,1825,1795,1795,1795,1795,1795,1795,1875,1889.5,1895,1895,1850,1850,1850,1850,1895,1900,1900,1950,1950,1995,1999,1988,1979,1995,1972.5,1995,1995,1996,2000,2064,2000,2000,2000,2000,1995,2000,2050,1995,2050,2175,2195,2200,2250,2250,2250,2222.5,2250,2242,2208,2295,2295,2300,2300,2300,2350,2350,2350,2350,2300,2325,2395,2400,2400,2400
"Phoenix, AZ",14,,,,,,,,,1200,1400,1250,1097.5,1200,1150,1295,1150,1095,1095,1095,1100,1100,1100,1150,1150,1195,1195,1285,1200,1200,1200,1195,1200,1195,1197.5,1195,1175,1150,1195,1199,1175,1190,1176,1125,1125,1125,1169,1150,1100,1100,1100,1100,1200,1199.5,1230,1200,1150,1125,1195,1200,1195,1200,1250,1300,1300,1350,1395,1375,1300,1270,1250,1295,1300,1295,1300,1300,1262.5,1210,1300,1250,1250,1250,1200,1250,1295,1295,1395,1395,1425,1450,1403,1450,1395,1395,1400,1395,1375,1414,1437.5,1500,1550,1550,1595,1595,1550,1600,1595,1550,1625,1595
"Seattle, WA",15,,1900,2100,2100,1900,1995,1950,1895,1950,1900,1800,1797.5,1797.5,1850,1900,2000,1950,1995,1895,1895,1895,1800,1795,1800,1850,1850,1875,1895,1895,1900,1895,1800,1850,1850,1800,1800,1795,1850,1800,1800,1895,1950,1895,1900,1895,1875,1800,1795,1795,1795,1800,1895,1927.5,1995,2000,1995,1946,1900,1895,1899,1895,1995,2000,2100,2200,2250,2250,2195,2195,2100,2200,2200,2195,2200,2275,2300,2300,2400,2400,2295,2300,2300,2200,2412,2495,2495,2500,2595,2700,2725,2650,2600,2500,2500,2500,2500,2500,2595,2650,2750,2750,2780,2700,2600,2590,2500,2500,2562.5,2575
"Minneapolis-St Paul, MN",16,,,,,,,,,,,1700,1495,1499.5,1495,1587.5,1650,1599.5,1695,1600,1550,1595,1595,1499.5,1550,1545,1595,1595,1600,1695,1650,1650,1600,1595,1595,1595,1595,1595,1595,1600,1650,1697,1650,1649,1650,1650,1700,1695,1695,1652.5,1600,1600,1650,1695,1700,1750,1700,1695,1700,1700,1695,1700,1795,1795,1800,1795,1795,1795,1775,1750,1750,1762.5,1750,1755,1795,1757.5,1795,1737,1750,1795,1785,1800,1799,1800,1835,1800,1850,1850,1895,1895,1850,1850,1850,1838.5,1950,1995,1945,1997,1980,2000,2000,1999,2000,1995,1950,1992.5,2000,2000,2000,2100
"San Diego, CA",17,,,,,,,,,,,,,2800,2900,2950,2950,2800,2700,2600,2500,2500,2550,2600,2562.5,2550,2500,2400,2470,2500,2500,2500,2495,2450,2462.5,2400,2450,2495,2500,2500,2500,2500,2595,2695,2695,2640,2500,2600,2595,2500,2500,2500,2700,2695,2700,2750,2700,2650,2700,2750,2850,2850,2800,2848.5,2850,2850,2850,2850,2840,2800,2800,2800,2848,2995,3000,2900,2950,2895,2850,2850,2895,2850,2895,2800,2995,3000,3000,3200,3300,3295,3200,3200,3200,3100,3000,3095,3200,3200,3250,3250,3400,3300,3400,3350,3300,3200,3250,3350,3300,3300
"St. Louis, MO",18,,,,,,,,,,,,1350,1500,1497.5,1500,1572.5,1700,1550,1550,1595,1600,1600,1600,1850,1650,1600,1600,1695,1650,1600,1550,1550,1550,1499,1500,1500,1495,1500,1495,1525,1472.5,1625,1695,1550,1500,1350,1350,1200,1200,1200,1200,1300,1350,1547.5,1500,1475,1400,1400,1397.5,1400,1450,1325,1497.5,1595,1600,1600,1550,1495,1400,1395,1395,1450,1472.5,1495,1450,1500,1600,1650,1500,1600,1500,1425,1500,1397.5,1450,1450,1485,1595,1600,1500,1495,1495,1462.5,1475,1400,1450,1400,1500,1595,1550,1512.5,1575,1572.5,1545,1495,1442.5,1450,1450,1495
"Tampa, FL",19,1297.5,1400,1550,1625,1495,1500,1650,1695,1695,1700,1650,1600,1600,1550,1600,1595,1595,1500,1500,1500,1500,1500,1490,1487.5,1475,1495,1500,1475,1500,1500,1450,1475,1450,1450,1425,1450,1480,1525,1592.5,1595,1600,1600,1589,1590,1575,1525,1550,1500,1500,1500,1500,1595,1595,1600,1600,1599.5,1550,1550,1575,1550,1595,1600,1600,1625,1675,1650,1650,1645,1635,1650,1620,1650,1655,1670,1692,1680,1629,1673,1652.5,1695,1650,1640,1604.5,1700,1700,1700,1745,1750,1780,1775,1750,1750,1700,1700,1700,1725,1740,1795,1800,1807.5,1800,1800,1800,1795,1750,1775,1750,1750,1767.5
"Baltimore, MD",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1600,1645.5,1700,1800,1800,1812.5,1800,1750,1750,1895,1800,2000,2000,1900,1900,1900,1900,1838,1950,2000,2000,1950,1925,2000,2050,2000,2250,2200,2100,2250,2000,2200,2000,2000,1950,1800,1715,1950,2100,2225,1891.5,2000,2250,2025,1894,2000,2200,1860,1888,2000,2200,2200,2150,2000,2000,2000,1850,1962.5,1900,1903,1950,1900,1950,1995,1950,2075,2000,2012.5,1872.5,1800,1875,1795,1795,1825
"Denver, CO",21,,,,,,,,,,,,1950,1900,1825,1850,1900,2197.5,1995,1995,1900,1800,1795,1800,1800,1895,1962.5,2000,2100,2097.5,2012.5,1997.5,1995,1950,1900,1962.5,2000,1995,2000,1995,2000,2100,2000,2095,2097.5,2012.5,1995,2095,1995,1950,1950,1977.5,2199,2200,2295,2200,2295,2350,2295,2250,2250,2250,2225,2299,2400,2400,2450,2400,2350,2325,2300,2300,2362.5,2395,2350,2349,2450,2400,2400,2400,2300,2275,2295,2257.5,2300,2300,2350,2425,2495,2495,2450,2395,2395,2350,2389,2395,2400,2400,2495,2500,2500,2500,2495,2450,2450,2450,2400,2395,2449,2495
"Pittsburgh, PA",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1827.5,1612.5,1750,1700,1825,1695,1700,1800,1600,1372.5,1395,1500,1472.5,1300,1495,1545,1795,1750,1600,1400,1299.5,1300,1500,1500,1475,1500,1650,1500,1500,1550,1499,1500,1374.5,1500,1500,1472.5,1500,1497.5,1495,1500,1500,1500,1350,1200,1250,1400,1400,1370,1450,1500,1400,1412.5,1400,1400,1300,1250,1450,1495,1500,1500,1500
"Portland, OR",23,,,,,,,,,,,,,,,,1597.5,1695,1672.5,1650,1600,1600,1672.5,1600,1595,1495,1600,1700,1695,1695,1695,1695,1595,1650,1595,1595,1595,1597.5,1695,1650,1650,1750,1795,1795,1795,1795,1795,1745,1700,1700,1700,1750,1795,1795,1895,1900,1895,1800,1800,1800,1850,1850,1900,1950,1995,1997.5,1995,2099,2095,1995,1995,1995,1995,1975,1995,2195,2050,2195,2095,2195,2195,2000,1995,1975,2100,2112.5,2195,2295,2350,2390,2300,2295,2200,2195,2195,2195,2195,2195,2295,2250,2350,2300,2300,2295,2295,2195,2195,2195,2195,2195
"Charlotte, NC",24,,1550,1525,1550,1500,1500,1525,1595,1492.5,1450,1400,1425,1495,1495,1495,1500,1500,1500,1500,1500,1495,1450,1450,1400,1450,1495,1500,1597.5,1600,1600,1500,1500,1500,1495,1450,1437.5,1425,1500,1500,1500,1500,1500,1495,1475,1400,1400,1400,1400,1400,1415,1425,1495,1500,1575,1550,1525,1500,1495,1495,1500,1500,1550,1595,1595,1595,1587.5,1595,1595,1582.5,1587.5,1595,1600,1600,1595,1600,1600,1595,1599,1600,1600,1595,1599,1500,1650,1695,1697,1729,1725,1725,1750,1725,1700,1680,1675,1650,1695,1695,1725,1750,1750,1790,1750,1750,1700,1695,1695,1695,1695,1699
"Sacramento, CA",25,,,,,,,,,,,,,,,,,1595,1595,1595,1595,1595,1575,1525,1500,1495,1495,1500,1550,1595,1595,1550,1595,1595,1550,1550,1575,1535.5,1550,1595,1595,1595,1599,1595,1595,1625,1600,1595,1600,1600,1600,1600,1695,1695,1695,1650,1700,1695,1695,1700,1695,1690,1695,1700,1750,1750,1795,1795,1795,1800,1795,1800,1800,1800,1797.5,1835,1850,1950,1850,1825,1850,1825,1800,1795,1950,1925,1965.5,2085,2050,2099,2095,2100,2100,2097,2097,2095,2095,2150,2195,2200,2250,2250,2237.5,2200,2195,2145,2150,2195,2125,2150
"San Antonio, TX",26,,,,,,,,,,1400,1425,1450,1395,1395,1400,1400,1403.5,1400,1400,1400,1400,1400,1400,1395,1400,1475,1450,1495,1500,1495,1450,1403.5,1407,1475,1395,1450,1400,1475,1495,1500,1500,1500,1485,1450,1442,1400,1400,1400,1400,1400,1427.5,1500,1500,1500,1500,1495,1475,1450,1495,1495,1500,1525,1500,1567.5,1595,1600,1595,1575,1595,1595,1550,1550,1595,1600,1600,1595,1600,1650,1600,1599.5,1595,1562.5,1595,1600,1650,1650,1700,1700,1695,1700,1695,1695,1650,1650,1600,1649,1650,1650,1695,1695,1700,1700,1695,1650,1685,1695,1650,1695,1695
"Orlando, FL",27,,1497.5,1450,1495,1395,1450,1500,1550,1495,1450,1400,1350,1350,1400,1400,1499,1497.5,1495,1495,1450,1400,1400,1395,1395,1395,1450,1450,1495,1500,1575,1550,1500,1500,1500,1450,1495,1500,1550,1595,1595,1600,1600,1595,1645,1600,1600,1600,1595,1595,1595,1595,1695,1700,1700,1600,1609.5,1600,1595,1595,1595,1625,1650,1650,1695,1700,1700,1725,1695,1650,1695,1695,1700,1700,1745,1700,1750,1750,1725,1743.5,1767,1750,1700,1705,1795,1795,1795,1838.5,1895,1850,1875,1850,1850,1850,1850,1850,1850,1850,1895,1920,1950,1950,1950,1920,1900,1900,1925,1900,1900,1925
"Cincinnati, OH",28,,,,,,,,,,,,,1350,1550,1675,1700,1690,1697.5,1647.5,1600,1592.5,1595,1500,1550,1600,1672.5,1395,1400,1550,1472.5,1300,1297.5,1300,1450,1295,1350,1400,1495,1450,1350,1395,1475,1500,1575,1575,1500,1600,1550,1500,1500,1500,1595,1600,1600,1595,1595,1600,1595,1562.5,1587.5,1600,1600,1600,1612.5,1650,1600,1645,1595,1500,1550,1500,1495,1500,1595,1595,1600,1695,1700,1650,1595,1600,1600,1550,1600,1650,1600,1600,1650,1650,1675,1650,1600,1600,1650,1645,1600,1650,1695,1750,1695,1695,1750,1790,1675,1750,1750,1747.5,1700,1700
"Cleveland, OH",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,1025,1025,1050,1050,1000,1100,1100,1150,1100,1125,1100,1175,1100,1100,1095,1025,1100,1145
"Kansas City, MO",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599.5,1550,1599,1625,1595,1585,1500,1450,1407.5,1500,1500,1500,1600,1600,1650,1500,1525,1595,1500,1595,1550,1595,1595,1600,1600,1600,1600,1550,1550,1590,1500,1500,1500,1545,1595,1650,1660,1692.5,1650,1595,1600,1575,1595,1595,1500,1475
"Las Vegas, NV",31,,1625,1500,1512.5,1550,1500,1595,1595,1695,1625,1612.5,1495,1450,1400,1400,1452.5,1425,1400,1400,1400,1395,1375,1350,1395,1350,1395,1395,1350,1375,1350,1350,1350,1300,1300,1300,1300,1300,1350,1350,1350,1345,1350,1375,1395,1395,1379,1379,1350,1350,1350,1350,1395,1395,1395,1395,1398,1395,1395,1395,1395,1400,1400,1450,1450,1450,1495,1495,1450,1450,1450,1400,1450,1450,1500,1500,1498.5,1550,1495,1495,1450,1450,1500,1450,1495,1545,1575,1595,1595,1600,1600,1600,1600,1595,1595,1600,1600,1620,1675,1695,1675,1665,1650,1695,1675,1695,1695,1700,1700,1700
"Columbus, OH",32,,,,,,,,,,,,,,,,,1430,1445,1500,1450,1400,1500,1595,1600,1599,1542.5,1595,1550,1595,1500,1512.5,1396,1400,1400,1400,1350,1360,1350,1486,1550,1547.5,1395,1412.5,1597.5,1595,1500,1500,1400,1400,1400,1400,1575,1650,1624.5,1650,1595,1600,1650,1550,1595,1650,1695,1675,1775,1700,1675,1695,1695,1650,1725,1650,1650,1700,1800,1800,1800,1770,1700,1699,1880,1762.5,1795,1785,1900,1780,1800,1800,1800,1750,1775,1725,1750,1800,1745,1695,1680,1695,1699,1750,1800,1800,1750,1800,1949,1920,1800,1800,1800,1800
"Indianapolis, IN",33,,,,,,,,,,,,,,,,,,,1375,1295,1250,1295,1350,1495,1495,1395,1300,1232.5,1250,1300,1300,1300,1250,1200,1195,1162.5,1200,1212.5,1200,1250,1250,1300,1300,1297.5,1300,1265,1300,1295,1250,1250,1275,1350,1325,1350,1347.5,1300,1295,1295,1275,1295,1275,1295,1300,1295,1295,1295,1300,1300,1300,1300,1295,1300,1300,1350,1350,1350,1325,1339,1395,1325,1350,1309,1300,1325,1326,1362.5,1395,1400,1425,1425,1400,1395,1395,1350,1325,1340,1395,1445,1475,1487.5,1447.5,1450,1450,1445,1395,1390,1390,1395,1400
"San Jose, CA",34,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2750,2700,2700,2750,2740,2925,2850,2800,2750,2750,2900,2962.5,2990,3295,3200,3450,3300,3199.5,3395,3172.5,3172.5,3100,3200,3695,3750,3700,3700,3700,3695,3700,3587.5,3700,3800,3794.5,3866,3995,4150,4250,4200,4072.5,4000,3995,3997.5,4150,4195,4000,3995,4000,4200,4025,4200,4072.5,4000,3850,3900,3895,3970,3995,3950,4296.5,4200,4222,4100,4000,4000,3995,4000,4000,4000,4000,4100,4300,4349,4349,4250,4200,4195,4100,4100,4072.5,4075
"Austin, TX",35,,,,,,,,,,,,1800,1700,1700,1925,1872.5,1800,1795,1672.5,1692.5,1650,1600,1600,1750,1795,1950,1926,1825,1950,1815,1795,1700,1550,1600,1697.5,1500,1700,1699,1700,1800,1875,1900,1846.5,1910,1800,1800,1800,1800,1910,1895,1910,2000,2000,2000,2100,2125,2150,2100,2100,1975,1902.5,1995,2200,2250,2200,2172.5,2285,2300,2300,2495,2500,2545,2297.5,2350,2350,2250,2195,2150,2072.5,2000,1995,2195,2100,2101,2100,2195,2200,2250,2100,2095,2095,2092.5,2035.5,2000,1995,1975,2000,2000,2126,2200,2195,2195,2095,2145,2100,2150,2120,2120,2148
"Virginia Beach, VA",36,,,,,,,,,,,,,1695,1700,1750,1797.5,1750,1750,1700,1685,1695,1650,1650,1630,1612.5,1695,1700,1700,1750,1725,1700,1695,1650,1650,1650,1650,1695,1700,1700,1750,1700,1745,1700,1695,1695,1695,1650,1650,1650,1650,1675,1750,1795,1750,1750,1700,1695,1675,1695,1700,1700,1700,1750,1795,1795,1795,1750,1700,1695,1675,1695,1695,1695,1700,1735.5,1750,1750,1750,1750,1700,1695,1695,1749.5,1700,1700,1745,1750,1750,1785,1795,1750,1725,1750,1750,1720,1700,1790,1777.5,1800,1800,1800,1800,1800,1795,1795,1750,1750,1750,1800
"Nashville, TN",37,,,,,,,,,,,,,,,,1566.5,1672.5,1525,1600,1500,1495,1500,1600,1700,1597.5,1625,1750,1700,1672.5,1600,1500,1550,1580,1597.5,1597.5,1600,1700,1650,1800,1652.5,1797.5,1700,1700,1725,1697.5,1637.5,1600,1650,1500,1500,1575,1800,1897.5,1850,1800,1800,1650,1750,1800,1825,1800,1750,1900,1950,2000,2000,1899,1850,1862.5,1800,1800,1872.5,1800,2025,1897.5,1995,1975,1997.5,1995,1895,1800,1825,1862.5,1900,1950,1850,1875,1975,1985,1995,1995,1950,1995,1995,1925,1899.5,1890,1895,1895,1900,1895,1950,1950,1845,1800,1800,1800,1800,1850
"Providence, RI",38,,,,,,,,,,,,,,,,,,,,2000,2000,2000,1900,2000,1987.5,1950,2000,2000,2000,1995,2000,1900,2000,1900,2100,2000,2100,2100,2000,2000,2000,2000,1885,1875,1895,1950,1900,1800,1895,1800,1899,2000,1972.5,1825,1800,1800,1895,1900,1900,2000,2000,2000,2000,2000,2000,2000,1950,1900,2000,2000,2000,2200,2200,2175,2200,2000,2000,2000,1950,2000,2000,2200,2200,2057.5,2250,2300,2200,2225,2200,2300,2300,2300,2300,2250,2300,2300,2237.5,2280,2300,2400,2200,2200,2200,2200,2250,2250,2250,2250,2295
"Milwaukee, WI",39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1162.5,1262.5,1290,1100,1150,1050,990,900,995,1085,1000,1120,1200,1200,1312.5,1185,1200,1150,1095,1050,1045,999,1000,1095,1050,1097.5,1195,1195,1195,1095,1095,1095,1100,1100,1195,1272.5,1300
"Jacksonville, FL",40,,1500,1495,1450,1495,1400,1400,1400,1395,1385,1495,1400,1400,1400,1425,1495,1450,1495,1450,1400,1400,1400,1300,1345,1400,1400,1400,1400,1400,1425,1350,1395,1337.5,1360,1350,1325,1350,1397.5,1400,1450,1450,1450,1450,1475,1495,1500,1475,1450,1425,1450,1450,1450,1450,1475,1441,1400,1400,1399,1399,1399,1400,1400,1450,1450,1499,1499,1457.5,1450,1425,1450,1450,1450,1495,1500,1542.5,1575,1550,1550,1547.5,1500,1495,1495,1495,1495,1495,1550,1600,1650,1650,1645,1650,1650,1649,1625,1595,1595,1598,1650,1700,1750,1700,1695,1635,1612.5,1600,1595,1605,1600,1650
"Memphis, TN",41,,,,,,,,,,,,1500,1500,1485,1497.5,1572.5,1485,1425,1337.5,1312.5,1345,1422.5,1497.5,1495,1450,1500,1395,1400,1550,1495,1395,1397.5,1350,1412.5,1250,1250,1197.5,1225,1135,1095,1167.5,1195,1250,1095,1095,1175,1295,1250,1150,1175,1175,1242.5,1242.5,1250,1225,1150,1175,1250,1295,1275,1295,1295,1295,1295,1295,1350,1350,1295,1225,1250,1250,1195,1195,1250,1250,1295,1250,1329,1295,1295,1250,1200,1295,1250,1250,1225,1195,1200,1225,1225,1200,1195,1150,1175,1200,1200,1262.5,1285,1350,1365,1435,1400,1350,1375,1295,1272.5,1250,1250,1200
