metro_id,property_type,time_stamp,num_sales
394514,allhomes,2008-07,7098.0
394514,allhomes,2008-08,7044.0
394514,allhomes,2008-09,7008.0
394514,allhomes,2008-10,6824.0
394514,allhomes,2008-11,6495.0
394514,allhomes,2008-12,6265.0
394514,allhomes,2009-01,6181.0
394514,allhomes,2009-02,6561.0
394514,allhomes,2009-03,6601.0
394514,allhomes,2009-04,6392.0
394514,allhomes,2009-05,5882.0
394514,allhomes,2009-06,5781.0
394514,allhomes,2009-07,5960.0
394514,allhomes,2009-08,6159.0
394514,allhomes,2009-09,6243.0
394514,allhomes,2009-10,6300.0
394514,allhomes,2009-11,6977.0
394514,allhomes,2009-12,7192.0
394514,allhomes,2010-01,7140.0
394514,allhomes,2010-02,6692.0
394514,allhomes,2010-03,6677.0
394514,allhomes,2010-04,6838.0
394514,allhomes,2010-05,6854.0
394514,allhomes,2010-06,6799.0
394514,allhomes,2010-07,6146.0
394514,allhomes,2010-08,5569.0
394514,allhomes,2010-09,5032.0
394514,allhomes,2010-10,5045.0
394514,allhomes,2010-11,5436.0
394514,allhomes,2010-12,5660.0
394514,allhomes,2011-01,6158.0
394514,allhomes,2011-02,6022.0
394514,allhomes,2011-03,6166.0
394514,allhomes,2011-04,5849.0
394514,allhomes,2011-05,5903.0
394514,allhomes,2011-06,5787.0
394514,allhomes,2011-07,5648.0
394514,allhomes,2011-08,5732.0
394514,allhomes,2011-09,5620.0
394514,allhomes,2011-10,5661.0
394514,allhomes,2011-11,5698.0
394514,allhomes,2011-12,5911.0
394514,allhomes,2012-01,6311.0
394514,allhomes,2012-02,6671.0
394514,allhomes,2012-03,6630.0
394514,allhomes,2012-04,6388.0
394514,allhomes,2012-05,6230.0
394514,allhomes,2012-06,6434.0
394514,allhomes,2012-07,6694.0
394514,allhomes,2012-08,6693.0
394514,allhomes,2012-09,6401.0
394514,allhomes,2012-10,6589.0
394514,allhomes,2012-11,6710.0
394514,allhomes,2012-12,7110.0
394514,allhomes,2013-01,7526.0
394514,allhomes,2013-02,7695.0
394514,allhomes,2013-03,7804.0
394514,allhomes,2013-04,7876.0
394514,allhomes,2013-05,7984.0
394514,allhomes,2013-06,8081.0
394514,allhomes,2013-07,8006.0
394514,allhomes,2013-08,8078.0
394514,allhomes,2013-09,8091.0
394514,allhomes,2013-10,7952.0
394514,allhomes,2013-11,7741.0
394514,allhomes,2013-12,7706.0
394514,allhomes,2014-01,7808.0
394514,allhomes,2014-02,8101.0
394514,allhomes,2014-03,8066.0
394514,allhomes,2014-04,8027.0
394514,allhomes,2014-05,7949.0
394514,allhomes,2014-06,8264.0
394514,allhomes,2014-07,8394.0
394514,allhomes,2014-08,8242.0
394514,allhomes,2014-09,8350.0
394514,allhomes,2014-10,8452.0
394514,allhomes,2014-11,8588.0
394514,allhomes,2014-12,8619.0
394514,allhomes,2015-01,8565.0
394514,allhomes,2015-02,8650.0
394514,allhomes,2015-03,8715.0
394514,allhomes,2015-04,8570.0
394514,allhomes,2015-05,8542.0
394514,allhomes,2015-06,8719.0
394514,allhomes,2015-07,9058.0
394514,allhomes,2015-08,9216.0
394514,allhomes,2015-09,9114.0
394514,allhomes,2015-10,8984.0
394514,allhomes,2015-11,8953.0
394514,allhomes,2015-12,9184.0
394514,allhomes,2016-01,9504.0
394514,allhomes,2016-02,10145.0
394514,allhomes,2016-03,10133.0
394514,allhomes,2016-04,9963.0
394514,allhomes,2016-05,9404.0
394514,allhomes,2016-06,9378.0
394514,allhomes,2016-07,9219.0
394514,allhomes,2016-08,9460.0
394514,allhomes,2016-09,9411.0
394514,allhomes,2016-10,9334.0
394514,allhomes,2016-11,9496.0
394514,allhomes,2016-12,9448.0
394514,allhomes,2017-01,9946.0
394514,allhomes,2017-02,9899.0
394514,allhomes,2017-03,9982.0
394514,allhomes,2017-04,9566.0
394514,allhomes,2017-05,9443.0
394514,allhomes,2017-06,9368.0
394514,allhomes,2017-07,9419.0
394514,allhomes,2017-08,9395.0
394514,allhomes,2017-09,9318.0
394514,allhomes,2017-10,9526.0
394514,allhomes,2017-11,9813.0
394514,allhomes,2017-12,9833.0
394514,allhomes,2018-01,10409.0
394514,allhomes,2018-02,10562.0
394514,allhomes,2018-03,10646.0
394514,allhomes,2018-04,10102.0
394514,allhomes,2018-05,9852.0
394514,allhomes,2018-06,9907.0
394514,allhomes,2018-07,9938.0
394514,allhomes,2018-08,9831.0
394514,allhomes,2018-09,9554.0
394514,allhomes,2018-10,9418.0
394514,allhomes,2018-11,9217.0
394514,allhomes,2018-12,8980.0
394514,allhomes,2019-01,8710.0
394514,allhomes,2019-02,
394974,allhomes,2008-03,6599.0
394974,allhomes,2008-04,6457.0
394974,allhomes,2008-05,5963.0
394974,allhomes,2008-06,5723.0
394974,allhomes,2008-07,5566.0
394974,allhomes,2008-08,5480.0
394974,allhomes,2008-09,5568.0
394974,allhomes,2008-10,5231.0
394974,allhomes,2008-11,4949.0
394974,allhomes,2008-12,4697.0
394974,allhomes,2009-01,4470.0
394974,allhomes,2009-02,4554.0
394974,allhomes,2009-03,4422.0
394974,allhomes,2009-04,4520.0
394974,allhomes,2009-05,4278.0
394974,allhomes,2009-06,4313.0
394974,allhomes,2009-07,4540.0
394974,allhomes,2009-08,4892.0
394974,allhomes,2009-09,5254.0
394974,allhomes,2009-10,5235.0
394974,allhomes,2009-11,5502.0
394974,allhomes,2009-12,5715.0
394974,allhomes,2010-01,5360.0
394974,allhomes,2010-02,4987.0
394974,allhomes,2010-03,4730.0
394974,allhomes,2010-04,5147.0
394974,allhomes,2010-05,5313.0
394974,allhomes,2010-06,5424.0
394974,allhomes,2010-07,5299.0
394974,allhomes,2010-08,4843.0
394974,allhomes,2010-09,4290.0
394974,allhomes,2010-10,3836.0
394974,allhomes,2010-11,3910.0
394974,allhomes,2010-12,3998.0
394974,allhomes,2011-01,4138.0
394974,allhomes,2011-02,4442.0
394974,allhomes,2011-03,4528.0
394974,allhomes,2011-04,4572.0
394974,allhomes,2011-05,4296.0
394974,allhomes,2011-06,4198.0
394974,allhomes,2011-07,4097.0
394974,allhomes,2011-08,4215.0
394974,allhomes,2011-09,4114.0
394974,allhomes,2011-10,4121.0
394974,allhomes,2011-11,4017.0
394974,allhomes,2011-12,4187.0
394974,allhomes,2012-01,4507.0
394974,allhomes,2012-02,5018.0
394974,allhomes,2012-03,5085.0
394974,allhomes,2012-04,5020.0
394974,allhomes,2012-05,4832.0
394974,allhomes,2012-06,4773.0
394974,allhomes,2012-07,4885.0
394974,allhomes,2012-08,4799.0
394974,allhomes,2012-09,4578.0
394974,allhomes,2012-10,4567.0
394974,allhomes,2012-11,4752.0
394974,allhomes,2012-12,5130.0
394974,allhomes,2013-01,5506.0
394974,allhomes,2013-02,5792.0
394974,allhomes,2013-03,5869.0
394974,allhomes,2013-04,5830.0
394974,allhomes,2013-05,5675.0
394974,allhomes,2013-06,5656.0
394974,allhomes,2013-07,5715.0
394974,allhomes,2013-08,5709.0
394974,allhomes,2013-09,5900.0
394974,allhomes,2013-10,5764.0
394974,allhomes,2013-11,5648.0
394974,allhomes,2013-12,5563.0
394974,allhomes,2014-01,5420.0
394974,allhomes,2014-02,5502.0
394974,allhomes,2014-03,5196.0
394974,allhomes,2014-04,5232.0
394974,allhomes,2014-05,5104.0
394974,allhomes,2014-06,5427.0
394974,allhomes,2014-07,5510.0
394974,allhomes,2014-08,5655.0
394974,allhomes,2014-09,5737.0
394974,allhomes,2014-10,5764.0
394974,allhomes,2014-11,5797.0
394974,allhomes,2014-12,5984.0
394974,allhomes,2015-01,6099.0
394974,allhomes,2015-02,6494.0
394974,allhomes,2015-03,6499.0
394974,allhomes,2015-04,6549.0
394974,allhomes,2015-05,6189.0
394974,allhomes,2015-06,6332.0
394974,allhomes,2015-07,6860.0
394974,allhomes,2015-08,7028.0
394974,allhomes,2015-09,7213.0
394974,allhomes,2015-10,6944.0
394974,allhomes,2015-11,6831.0
394974,allhomes,2015-12,6777.0
394974,allhomes,2016-01,6628.0
394974,allhomes,2016-02,7333.0
394974,allhomes,2016-03,7291.0
394974,allhomes,2016-04,7527.0
394974,allhomes,2016-05,7311.0
394974,allhomes,2016-06,7599.0
394974,allhomes,2016-07,7627.0
394974,allhomes,2016-08,7701.0
394974,allhomes,2016-09,7429.0
394974,allhomes,2016-10,7360.0
394974,allhomes,2016-11,7334.0
394974,allhomes,2016-12,7363.0
394974,allhomes,2017-01,7844.0
394974,allhomes,2017-02,8185.0
394974,allhomes,2017-03,8694.0
394974,allhomes,2017-04,8479.0
394974,allhomes,2017-05,8478.0
394974,allhomes,2017-06,8350.0
394974,allhomes,2017-07,8416.0
394974,allhomes,2017-08,8428.0
394974,allhomes,2017-09,8384.0
394974,allhomes,2017-10,8523.0
394974,allhomes,2017-11,8775.0
394974,allhomes,2017-12,8921.0
