id,time_stamp,income
394974,2007-12,58921
394974,2008-03,59046
394974,2008-06,59525
394974,2008-09,59962
394974,2008-12,60496
394974,2009-03,59985
394974,2009-06,59973
394974,2009-09,59509
394974,2009-12,59272
394974,2010-03,58843
394974,2010-06,58861
394974,2010-09,58802
394974,2010-12,58798
394974,2011-03,58805
394974,2011-06,58738
394974,2011-09,58872
394974,2011-12,58943
394974,2012-03,59110
394974,2012-06,59300
394974,2012-09,59670
394974,2012-12,60464
394974,2013-03,60630
394974,2013-06,60993
394974,2013-09,60853
394974,2013-12,61200
394974,2014-03,61682
394974,2014-06,62360
394974,2014-09,62986
394974,2014-12,63337
394974,2015-03,63674
394974,2015-06,64032
394974,2015-09,64632
394974,2015-12,65380
394974,2016-03,65905
394974,2016-06,66343
394974,2016-09,66785
394974,2016-12,67220
394974,2017-03,67832
394974,2017-06,68361
394974,2017-09,68876
394974,2017-12,69216
394974,2018-03,69806
394974,2018-06,70396
394974,2018-09,70986
394974,2018-12,71576
394692,1979-03,20209
394692,1979-06,20569
394692,1979-09,21125
394692,1979-12,21866
394692,1980-03,22677
394692,1980-06,23398
394692,1980-09,23957
394692,1980-12,24414
394692,1981-03,25074
394692,1981-06,25583
394692,1981-09,26096
394692,1981-12,26476
394692,1982-03,26805
394692,1982-06,26812
394692,1982-09,26725
394692,1982-12,26756
394692,1983-03,26851
394692,1983-06,27015
394692,1983-09,27043
394692,1983-12,27045
394692,1984-03,27048
394692,1984-06,27147
394692,1984-09,27244
394692,1984-12,27381
394692,1985-03,27414
394692,1985-06,27342
394692,1985-09,27317
394692,1985-12,27401
394692,1986-03,27419
394692,1986-06,27301
394692,1986-09,27204
394692,1986-12,27155
394692,1987-03,27322
394692,1987-06,27551
394692,1987-09,27902
394692,1987-12,28170
394692,1988-03,28492
394692,1988-06,28887
394692,1988-09,29439
394692,1988-12,30196
394692,1989-03,30925
394692,1989-06,31506
394692,1989-09,31777
394692,1989-12,31829
394692,1990-03,32108
394692,1990-06,32480
394692,1990-09,33051
394692,1990-12,33521
394692,1991-03,33780
394692,1991-06,33958
394692,1991-09,34021
394692,1991-12,34023
394692,1992-03,34195
394692,1992-06,34423
394692,1992-09,34626
394692,1992-12,34718
394692,1993-03,34803
394692,1993-06,34849
394692,1993-09,34874
394692,1993-12,34974
394692,1994-03,35067
394692,1994-06,35325
394692,1994-09,35532
394692,1994-12,35882
394692,1995-03,36161
394692,1995-06,36417
394692,1995-09,36643
394692,1995-12,37040
394692,1996-03,37568
394692,1996-06,38148
394692,1996-09,38716
394692,1996-12,39208
394692,1997-03,39847
394692,1997-06,40494
394692,1997-09,41054
394692,1997-12,41320
394692,1998-03,41809
394692,1998-06,42177
394692,1998-09,42854
394692,1998-12,43583
394692,1999-03,44285
394692,1999-06,44817
394692,1999-09,44929
394692,1999-12,44833
394692,2000-03,45169
394692,2000-06,45576
394692,2000-09,45883
394692,2000-12,45843
394692,2001-03,46163
394692,2001-06,46100
394692,2001-09,46252
394692,2001-12,46304
394692,2002-03,46431
