metro_id,property_type,time_stamp,room_num,price
102001,condo,2010-02,,
102001,condo,2010-03,,1550.0
102001,condo,2010-04,,1550.0
102001,condo,2010-05,,1550.0
102001,condo,2010-06,,1600.0
102001,condo,2010-07,,1550.0
102001,condo,2010-08,,1550.0
102001,condo,2010-09,,1600.0
102001,condo,2010-10,,1600.0
102001,condo,2010-11,,1575.0
102001,condo,2010-12,,1600.0
102001,condo,2011-01,,1500.0
102001,condo,2011-02,,1495.0
102001,condo,2011-03,,1500.0
102001,condo,2011-04,,1500.0
102001,condo,2011-05,,1500.0
102001,condo,2011-06,,1500.0
102001,condo,2011-07,,1500.0
102001,condo,2011-08,,1500.0
102001,condo,2011-09,,1500.0
102001,condo,2011-10,,1500.0
102001,condo,2011-11,,1500.0
102001,condo,2011-12,,1500.0
102001,condo,2012-01,,1550.0
102001,condo,2012-02,,1550.0
102001,condo,2012-03,,1600.0
102001,condo,2012-04,,1550.0
102001,condo,2012-05,,1500.0
102001,condo,2012-06,,1600.0
102001,condo,2012-07,,1600.0
102001,condo,2012-08,,1600.0
102001,condo,2012-09,,1600.0
102001,condo,2012-10,,1600.0
102001,condo,2012-11,,1600.0
102001,condo,2012-12,,1700.0
102001,condo,2013-01,,1750.0
102001,condo,2013-02,,1800.0
102001,condo,2013-03,,1799.0
102001,condo,2013-04,,1800.0
102001,condo,2013-05,,1850.0
102001,condo,2013-06,,1800.0
102001,condo,2013-07,,1750.0
102001,condo,2013-08,,1675.0
102001,condo,2013-09,,1600.0
102001,condo,2013-10,,1600.0
102001,condo,2013-11,,1623.0
102001,condo,2013-12,,1650.0
102001,condo,2014-01,,1650.0
102001,condo,2014-02,,1600.0
102001,condo,2014-03,,1600.0
102001,condo,2014-04,,1575.0
102001,condo,2014-05,,1650.0
102001,condo,2014-06,,1675.0
102001,condo,2014-07,,1650.0
102001,condo,2014-08,,1650.0
102001,condo,2014-09,,1663.0
102001,condo,2014-10,,1650.0
102001,condo,2014-11,,1600.0
102001,condo,2014-12,,1650.0
102001,condo,2015-01,,1650.0
102001,condo,2015-02,,1675.0
102001,condo,2015-03,,1700.0
102001,condo,2015-04,,1700.0
102001,condo,2015-05,,1750.0
102001,condo,2015-06,,1750.0
102001,condo,2015-07,,1790.0
102001,condo,2015-08,,1800.0
102001,condo,2015-09,,1750.0
102001,condo,2015-10,,1750.0
102001,condo,2015-11,,1750.0
102001,condo,2015-12,,1750.0
102001,condo,2016-01,,1795.0
102001,condo,2016-02,,1800.0
102001,condo,2016-03,,1800.0
102001,condo,2016-04,,1800.0
102001,condo,2016-05,,1799.0
102001,condo,2016-06,,1795.0
102001,condo,2016-07,,1750.0
102001,condo,2016-08,,1750.0
102001,condo,2016-09,,1750.0
102001,condo,2016-10,,1750.0
102001,condo,2016-11,,1800.0
102001,condo,2016-12,,1695.0
102001,condo,2017-01,,1700.0
102001,condo,2017-02,,1700.0
102001,condo,2017-03,,1750.0
102001,condo,2017-04,,1750.0
102001,condo,2017-05,,1795.0
102001,condo,2017-06,,1800.0
102001,condo,2017-07,,1800.0
102001,condo,2017-08,,1800.0
102001,condo,2017-09,,1800.0
102001,condo,2017-10,,1800.0
102001,condo,2017-11,,1800.0
102001,condo,2017-12,,1800.0
102001,condo,2018-01,,1800.0
102001,condo,2018-02,,1800.0
102001,condo,2018-03,,1800.0
102001,condo,2018-04,,1850.0
102001,condo,2018-05,,1850.0
102001,condo,2018-06,,1850.0
102001,condo,2018-07,,1850.0
102001,condo,2018-08,,1850.0
102001,condo,2018-09,,1850.0
102001,condo,2018-10,,1850.0
102001,condo,2018-11,,1850.0
102001,condo,2018-12,,1850.0
102001,condo,2019-01,,1850.0
102001,condo,2019-02,,1850.0
394913,condo,2010-02,,
394913,condo,2010-03,,
394913,condo,2010-04,,
394913,condo,2010-05,,
394913,condo,2010-06,,
394913,condo,2010-07,,
394913,condo,2010-08,,
394913,condo,2010-09,,
394913,condo,2010-10,,
394913,condo,2010-11,,
394913,condo,2010-12,,
394913,condo,2011-01,,
394913,condo,2011-02,,2100.0
394913,condo,2011-03,,2400.0
394913,condo,2011-04,,2495.0
394913,condo,2011-05,,2500.0
394913,condo,2011-06,,2500.0
394913,condo,2011-07,,2600.0
394913,condo,2011-08,,2695.0
394913,condo,2011-09,,2695.0
394913,condo,2011-10,,2695.0
394913,condo,2011-11,,2500.0
394913,condo,2011-12,,2450.0
394913,condo,2012-01,,2300.0
394913,condo,2012-02,,2500.0
394913,condo,2012-03,,2481.0
394913,condo,2012-04,,2500.0
394913,condo,2012-05,,2550.0
394913,condo,2012-06,,2600.0
394913,condo,2012-07,,2600.0
394913,condo,2012-08,,2677.0
394913,condo,2012-09,,2700.0
394913,condo,2012-10,,2750.0
394913,condo,2012-11,,2750.0
394913,condo,2012-12,,2850.0
394913,condo,2013-01,,2800.0
394913,condo,2013-02,,2860.0
394913,condo,2013-03,,2800.0
394913,condo,2013-04,,2850.0
394913,condo,2013-05,,2879.0
394913,condo,2013-06,,2795.0
394913,condo,2013-07,,2650.0
394913,condo,2013-08,,2700.0
394913,condo,2013-09,,2700.0
394913,condo,2013-10,,2700.0
394913,condo,2013-11,,2800.0
394913,condo,2013-12,,2800.0
