metro_id,property_type,time_stamp,room_num,price
102001,singlefamily,2010-01,,
102001,singlefamily,2010-02,,
102001,singlefamily,2010-03,,1500.0
102001,singlefamily,2010-04,,1500.0
102001,singlefamily,2010-05,,1500.0
102001,singlefamily,2010-06,,1600.0
102001,singlefamily,2010-07,,1500.0
102001,singlefamily,2010-08,,1500.0
102001,singlefamily,2010-09,,1495.0
102001,singlefamily,2010-10,,1475.0
102001,singlefamily,2010-11,,1450.0
102001,singlefamily,2010-12,,1500.0
102001,singlefamily,2011-01,,1400.0
102001,singlefamily,2011-02,,1400.0
102001,singlefamily,2011-03,,1400.0
102001,singlefamily,2011-04,,1450.0
102001,singlefamily,2011-05,,1450.0
102001,singlefamily,2011-06,,1450.0
102001,singlefamily,2011-07,,1400.0
102001,singlefamily,2011-08,,1400.0
102001,singlefamily,2011-09,,1395.0
102001,singlefamily,2011-10,,1350.0
102001,singlefamily,2011-11,,1325.0
102001,singlefamily,2011-12,,1325.0
102001,singlefamily,2012-01,,1319.0
102001,singlefamily,2012-02,,1350.0
102001,singlefamily,2012-03,,1399.0
102001,singlefamily,2012-04,,1395.0
102001,singlefamily,2012-05,,1395.0
102001,singlefamily,2012-06,,1400.0
102001,singlefamily,2012-07,,1395.0
102001,singlefamily,2012-08,,1395.0
102001,singlefamily,2012-09,,1350.0
102001,singlefamily,2012-10,,1320.0
102001,singlefamily,2012-11,,1350.0
102001,singlefamily,2012-12,,1345.0
102001,singlefamily,2013-01,,1295.0
102001,singlefamily,2013-02,,1300.0
102001,singlefamily,2013-03,,1350.0
102001,singlefamily,2013-04,,1350.0
102001,singlefamily,2013-05,,1350.0
102001,singlefamily,2013-06,,1350.0
102001,singlefamily,2013-07,,1375.0
102001,singlefamily,2013-08,,1350.0
102001,singlefamily,2013-09,,1375.0
102001,singlefamily,2013-10,,1350.0
102001,singlefamily,2013-11,,1350.0
102001,singlefamily,2013-12,,1375.0
102001,singlefamily,2014-01,,1350.0
102001,singlefamily,2014-02,,1300.0
102001,singlefamily,2014-03,,1300.0
102001,singlefamily,2014-04,,1345.0
102001,singlefamily,2014-05,,1400.0
102001,singlefamily,2014-06,,1400.0
102001,singlefamily,2014-07,,1400.0
102001,singlefamily,2014-08,,1400.0
102001,singlefamily,2014-09,,1400.0
102001,singlefamily,2014-10,,1395.0
102001,singlefamily,2014-11,,1395.0
102001,singlefamily,2014-12,,1395.0
102001,singlefamily,2015-01,,1395.0
102001,singlefamily,2015-02,,1395.0
102001,singlefamily,2015-03,,1400.0
102001,singlefamily,2015-04,,1450.0
102001,singlefamily,2015-05,,1465.0
102001,singlefamily,2015-06,,1490.0
102001,singlefamily,2015-07,,1475.0
102001,singlefamily,2015-08,,1475.0
102001,singlefamily,2015-09,,1450.0
102001,singlefamily,2015-10,,1425.0
102001,singlefamily,2015-11,,1450.0
102001,singlefamily,2015-12,,1425.0
102001,singlefamily,2016-01,,1450.0
102001,singlefamily,2016-02,,1450.0
102001,singlefamily,2016-03,,1500.0
102001,singlefamily,2016-04,,1500.0
102001,singlefamily,2016-05,,1500.0
102001,singlefamily,2016-06,,1500.0
102001,singlefamily,2016-07,,1500.0
102001,singlefamily,2016-08,,1500.0
102001,singlefamily,2016-09,,1495.0
102001,singlefamily,2016-10,,1495.0
102001,singlefamily,2016-11,,1495.0
102001,singlefamily,2016-12,,1450.0
102001,singlefamily,2017-01,,1450.0
102001,singlefamily,2017-02,,1469.0
102001,singlefamily,2017-03,,1500.0
102001,singlefamily,2017-04,,1550.0
102001,singlefamily,2017-05,,1550.0
102001,singlefamily,2017-06,,1595.0
102001,singlefamily,2017-07,,1595.0
102001,singlefamily,2017-08,,1550.0
102001,singlefamily,2017-09,,1550.0
102001,singlefamily,2017-10,,1519.0
102001,singlefamily,2017-11,,1500.0
102001,singlefamily,2017-12,,1500.0
102001,singlefamily,2018-01,,1500.0
102001,singlefamily,2018-02,,1525.0
102001,singlefamily,2018-03,,1550.0
102001,singlefamily,2018-04,,1600.0
102001,singlefamily,2018-05,,1600.0
102001,singlefamily,2018-06,,1625.0
102001,singlefamily,2018-07,,1645.0
102001,singlefamily,2018-08,,1600.0
102001,singlefamily,2018-09,,1600.0
102001,singlefamily,2018-10,,1595.0
102001,singlefamily,2018-11,,1595.0
102001,singlefamily,2018-12,,1595.0
102001,singlefamily,2019-01,,1575.0
102001,singlefamily,2019-02,,1595.0
394913,singlefamily,2010-01,,
394913,singlefamily,2010-02,,
394913,singlefamily,2010-03,,
394913,singlefamily,2010-04,,
394913,singlefamily,2010-05,,
394913,singlefamily,2010-06,,
394913,singlefamily,2010-07,,
394913,singlefamily,2010-08,,
394913,singlefamily,2010-09,,
394913,singlefamily,2010-10,,
394913,singlefamily,2010-11,,
394913,singlefamily,2010-12,,
394913,singlefamily,2011-01,,
394913,singlefamily,2011-02,,
394913,singlefamily,2011-03,,
394913,singlefamily,2011-04,,
394913,singlefamily,2011-05,,
394913,singlefamily,2011-06,,
394913,singlefamily,2011-07,,
394913,singlefamily,2011-08,,
394913,singlefamily,2011-09,,
394913,singlefamily,2011-10,,
394913,singlefamily,2011-11,,
394913,singlefamily,2011-12,,
394913,singlefamily,2012-01,,
394913,singlefamily,2012-02,,
394913,singlefamily,2012-03,,
394913,singlefamily,2012-04,,
394913,singlefamily,2012-05,,
394913,singlefamily,2012-06,,
394913,singlefamily,2012-07,,
394913,singlefamily,2012-08,,
394913,singlefamily,2012-09,,
394913,singlefamily,2012-10,,
394913,singlefamily,2012-11,,
394913,singlefamily,2012-12,,
