metro_id,time_stamp,stl_ratio
102001,2010-01,0.92
102001,2010-02,0.9191176470588236
102001,2010-03,0.9269406392694064
102001,2010-04,0.9322198485142746
102001,2010-05,0.9371428571428572
102001,2010-06,0.9380863039399624
102001,2010-07,0.934
102001,2010-08,0.9328114807566862
102001,2010-09,0.9257714762301918
102001,2010-10,0.9216757741347904
102001,2010-11,0.9178630265944928
102001,2010-12,0.9140401146131804
102001,2011-01,0.9110396570203644
102001,2011-02,0.9096422073984232
102001,2011-03,0.9130434782608696
102001,2011-04,0.9188193548387096
102001,2011-05,0.9254627313656828
102001,2011-06,0.9306654257794325
102001,2011-07,0.931372549019608
102001,2011-08,0.9289940828402368
102001,2011-09,0.925
102001,2011-10,0.9227985524728588
102001,2011-11,0.9220266889074228
102001,2011-12,0.9209209209209208
102001,2012-01,0.9194159004867496
102001,2012-02,0.9212950776520136
102001,2012-03,0.9291023441966838
102001,2012-04,0.9376719973355472
102001,2012-05,0.9462994306816432
102001,2012-06,0.9505280711506392
102001,2012-07,0.9518658734451054
102001,2012-08,0.9502375593898474
102001,2012-09,0.9485573105091326
102001,2012-10,0.9478414269387112
102001,2012-11,0.9471050750536096
102001,2012-12,0.945902858964821
102001,2013-01,0.9446808510638298
102001,2013-02,0.9466950959488272
102001,2013-03,0.9528333333333332
102001,2013-04,0.95839915745129
102001,2013-05,0.9631413224671236
102001,2013-06,0.966183574879227
102001,2013-07,0.9662559434671892
102001,2013-08,0.96415770609319
102001,2013-09,0.9607686148919136
102001,2013-10,0.9568345323741008
102001,2013-11,0.95270655457135
102001,2013-12,0.9493401447424435
102001,2014-01,0.9460278956943602
102001,2014-02,0.9481481481481482
102001,2014-03,0.9537210756722952
102001,2014-04,0.9586206896551724
102001,2014-05,0.9633911368015414
102001,2014-06,0.9664292980671414
102001,2014-07,0.9647058823529412
102001,2014-08,0.9615384615384616
102001,2014-09,0.9574468085106383
102001,2014-10,0.9536224331815332
102001,2014-11,0.9513513513513514
102001,2014-12,0.948651000870322
102001,2015-01,0.9471050750536096
102001,2015-02,0.9502262443438914
102001,2015-03,0.9585025868030296
102001,2015-04,0.9644246803779878
102001,2015-05,0.969469467558424
102001,2015-06,0.9712810584059374
102001,2015-07,0.9698492462311558
102001,2015-08,0.9668278046341056
102001,2015-09,0.9635974304068522
102001,2015-10,0.96
102001,2015-11,0.9578544061302682
102001,2015-12,0.9565028273162244
102001,2016-01,0.9545534591194968
102001,2016-02,0.9565217391304348
102001,2016-03,0.9642857142857144
102001,2016-04,0.9699769053117784
102001,2016-05,0.9743016759776536
102001,2016-06,0.9761904761904762
102001,2016-07,0.9755102040816328
102001,2016-08,0.9729583558680368
102001,2016-09,0.9696785930867192
102001,2016-10,0.9673115410273516
102001,2016-11,0.9652173913043478
102001,2016-12,0.962566844919786
102001,2017-01,0.960597217012634
102001,2017-02,0.9628571428571427
102001,2017-03,0.9696969696969696
102001,2017-04,0.9750146705788212
102001,2017-05,0.9788359788359788
102001,2017-06,0.9809616005162956
102001,2017-07,0.9798657718120806
102001,2017-08,0.976470588235294
102001,2017-09,0.9737048780487804
102001,2017-10,0.9708333333333332
102001,2017-11,0.96875
102001,2017-12,0.9666666666666668
102001,2018-01,0.9649122807017544
102001,2018-02,0.9688482423549586
102001,2018-03,0.9752438109527382
102001,2018-04,0.9798994974874372
102001,2018-05,0.9827810760667904
102001,2018-06,0.9839291571006888
102001,2018-07,0.98159509202454
102001,2018-08,0.9770453207769276
102001,2018-09,0.9729328493309024
102001,2018-10,0.9688482423549586
102001,2018-11,0.9652509652509652
102001,2018-12,0.9615384615384616
