SizeRank,RegionID,RegionName,RegionType,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01
84,394440,"Fort Myers, FL",Msa,0.882366423148546,0.8777336252804584,0.8947368421052632,0.8937162942989214,0.8877777777777778,0.8933344613140223,0.9165971643035863,0.9078771695594126,0.9021462349945435,0.8982035928143712,0.9007506505838727,0.9087342179097498,0.9244992295839753,0.8996101364522417,0.8961605351170568,0.897537728355838,0.8998425414160431,0.8946175843477888,0.9095043201455207,0.932,0.9332046332046332,0.9245611725809324,0.9324208712243611,0.9221136330212875,0.9221228088480802,0.917997694050489,0.9223434795938793,0.91324200913242,0.9298998569384835,0.9174311926605505,0.9218436873747495,0.93,0.9309852472925999,0.941991325805728,0.9292929292929293,0.9360730593607306,0.9292526479464263,0.9254627313656828,0.9285714285714286,0.9266123054114158,0.9305639106010677,0.924575708732341,0.9333333333333333,0.9423871558056183,0.9422850412249706,0.9436435258468019,0.9418837675350702,0.9380777603488519,0.9388948745574881,0.9364746531624202,0.935023586559635,0.9330339274027563,0.9363047091643271,0.9327412987611476,0.9391914215953507,0.9428571428571428,0.9386733416770964,0.9420614794454549,0.9449760765550239,0.9523809523809523,0.945479641131815,0.9428571428571428,0.945054945054945,0.9472259810554804,0.9430367689083635,0.9449694274596998,0.9499136442141624,0.9532853717026379,0.9529411764705882,0.95625,0.9568480300187617,0.9567297238530115,0.952,0.9564833533792256,0.9496942745969983,0.9505280711506392,0.9456165860510204,0.9456147764574763,0.9447943682845499,0.948534641324341,0.9508196721311475,0.9487632108991333,0.9499427692684077,0.9488573185524631,0.9467217710001792,0.9451522024269317,0.9473684210526315,0.9438544359785153,0.9429421956648,0.939963614311704,0.9371428571428572,0.9447698744769875,0.9454545454545454,0.9455128205128205,0.9433962264150944,0.9486780715396579,0.94913316083767,0.9474952532457537,0.9477009477009477,0.9475898096785278,0.9377344336084021,0.9414225941422594,0.9440708151363535,0.9447943682845499,0.9459459459459459,0.9452380952380952,0.9439262717197545,0.9490693019409435,0.9439577220605281
85,394399,"Boise City, ID",Msa,0.9405337837837838,0.9383530482256597,0.9507346837944664,0.9468386369416479,0.9687694588584136,0.9884365409705245,0.9442494226327944,0.9651052086926526,0.9301479375576093,0.9411676396997498,0.9848374049945712,0.9399075500770416,0.9564449676280165,0.9451645713842268,0.9654166666666667,0.980844793713163,0.969988849768725,0.9921966666666666,0.9938366718027735,0.9583231064237776,0.9662988697424495,0.9947605432451752,1.0010537407797682,0.9742071605320135,0.9880898993840079,0.9612903225806452,1.0054256236615153,1.0054630060493253,1.002984802431611,1.0172428941280158,1.0089742025900303,1.0143782692440602,1.0095238095238095,1,1,1.0000041841004184,1.0044920648533555,1,1.0092455504590228,1.0060761904761906,1.0160804347826087,1.0188323603002503,1.0089820359281436,0.9979040919700055,0.9968473300418936,0.9954797575757576,0.9928721922094615,0.9675477279936483,0.9685414847161572,0.9867737922374915,0.9901672133770701,0.9930795847750865,1,1,1,0.9929632525410477,0.9847681225305809,0.9764150022770152,0.9777101200686107,0.9698621352997756,0.9747606614447345,0.9857522935779817,1,1,1.0089686098654709,1,1,1,0.9976912771926718,1,0.9860291882031013,1,0.9896985805860806,1,1,1,1.0054808226792662,1,1,1,1,1,0.9976085316293102,0.9963302752293578,0.9955139769323982,1,1.000250062515629,1.0103626943005182,1.000645577792124,1.009175421490184,1,1,1,0.9965421270625079,1,0.9943846076946745,1,0.9963982116244412,1.0058891959203358,1.0087536473530638,1.009090909090909,1.0034853536884456,1,1,1,1,0.9902912621359223,0.9888253189382459,0.9830119117190825
86,395160,"Toledo, OH",Msa,0.8689323761805154,0.8934953538241601,0.8675534991324465,0.9050401753104456,0.8870759131595816,0.9073961102989982,0.8985940977261733,0.8952080042127436,0.9005444887922525,0.859274760473351,0.8791994281629736,0.8999499749874937,0.8815859380904072,0.8900978948280343,0.8766603415559773,0.8837209302325582,0.9041939207387457,0.9098497495826378,0.9090909090909091,0.9007318763416324,0.8926882502728265,0.9041803531822903,0.9015782699993227,0.8955223880597015,0.9005810200129115,0.8911456176673568,0.8681135225375626,0.897409592203129,0.9224569205113953,0.917686318131257,0.9182275960457922,0.916857678683059,0.9116175653140633,0.8963093145869947,0.9018393393393394,0.9106382978723404,0.9111282423362961,0.8844422211105553,0.9220700250601757,0.92799,0.9316904588161872,0.9346599369723773,0.935933147632312,0.9336446519902157,0.9281164695177434,0.9166666666666666,0.923259266228641,0.912672415999181,0.9167350701418999,0.9048402887840058,0.9177641972782774,0.9385269261573634,0.9451219512195121,0.9540925496540605,0.9525574499629355,0.9417304296645085,0.9404119757515774,0.9348266369535296,0.9327112839563501,0.9190988131875373,0.9280057595392368,0.9084406294706724,0.9325581004271348,0.9360336499143342,0.9567307692307693,0.9537210756722951,0.9504320145520692,0.9516549611935892,0.9527867036011081,0.9387505104124132,0.9265850945494994,0.925,0.9315068493150684,0.9163636363636364,0.9321902734631587,0.956397426733381,0.9568067211743128,0.9601746089487087,0.9670696123384743,0.9565217391304348,0.9516906470033276,0.9401205861338481,0.9426307616514108,0.9418837675350702,0.9449296458030083,0.9319594733913495,0.9413369713506139,0.951188986232791,0.9602652161944529,0.9622641509433962,0.9605488850771869,0.9626274065685164,0.9656324582338902,0.9586122732565066,0.9427637003243006,0.9428678566071697,0.9431545236188951,0.9362162162162162,0.9488510007412898,0.9646302250803859,0.9683666881859264,0.9748050924543497,0.9746088740702744,0.9662359316381826,0.9641131815044859,0.9534263126349738,0.9529411764705882,0.9503780343905153,0.940895658806056
87,394816,"Madison, WI",Msa,0.916972324108036,0.9198998748435544,0.9243550371708351,0.9156154849934754,0.9304489416143289,0.947211309880599,0.9342268936204923,0.924269827221303,0.9202044898866415,0.9145496535796767,0.9335822886102961,0.9283713485394157,0.9078571392608785,0.9145158063225289,0.9099711099457115,0.9276591478696742,0.9242233926893888,0.9375445283556569,0.9311111111111111,0.9336261231779126,0.9188828222023113,0.9154584682606861,0.8859674192626464,0.9095043201455207,0.8933333333333333,0.8853850818677986,0.9146035053315358,0.9209509509509509,0.9436478826275425,0.9409905163329821,0.9433198348419882,0.9418604651162791,0.9411764705882353,0.926850953328382,0.923313670171839,0.936374549819928,0.9247094492167761,0.9390379691599643,0.9276553051962801,0.9451935624184428,0.95821331515127794,0.9637167221739038,0.966793893129771,0.9656696428571429,0.9539320614239181,0.95,0.9420289855072463,0.9385181214449507,0.9429457291323254,0.932761814278402,0.9515043320955917,0.9594882729211087,0.9639759839893263,0.9699909063352531,0.9704192381357736,0.9631902170353331,0.9564838990426457,0.9506258788778437,0.9505941213258287,0.9433144381460487,0.9446598440260663,0.9422914941349223,0.9587570836713625,0.9669637147908986,0.9751327186364906,0.9754332658753619,0.9771707771056305,0.9677743882650743,0.9669824312810253,0.9572796309149554,0.9586528842947649,0.9604321968907623,0.9582546827355888,0.9502111580351189,0.9690657867601568,0.9766555502620295,0.9829914957478739,0.990467111534795,0.9885681623320949,0.9847068338839029,0.9731638418079096,0.9720166608816383,0.9726107765941022,0.9650526765180996,0.96275907586555,0.9724324324324324,0.9791216702663786,0.9865053513261982,1,1,1,0.9899665551839465,0.9794387329813837,0.9734567418168366,0.9703792628162375,0.9727431857964491,0.964516129032258,0.9702662881859963,0.9924242424242424,1,1,1,1,0.9896193771626297,0.9854927463731866,0.9742583909235705,0.9653407769248662,0.9654999913749979,0.9681241267224395
88,394766,"Lakeland, FL",Msa,0.8944723618090452,0.8708020352145678,0.8733384262796027,0.9077763506284893,0.9,0.8775,0.8870967741935484,0.9045066325774418,0.887962260972117,0.8655681543809137,0.877742946708464,0.8852611495349392,0.8923742563547864,0.8888888888888888,0.8669475967957276,0.8736059479553904,0.889218228973694,0.8924103419516264,0.8969820387961468,0.9,0.9036144578313253,0.9084791386271871,0.9056603773584906,0.8930952380952382,0.9138381201044387,0.9088310945984567,0.9025273844041966,0.9213458455423282,0.9225140712945592,0.9298162163397198,0.9282296650717703,0.9333644465186568,0.9268788152126031,0.9338919368294001,0.9244567092100724,0.9215529734374699,0.917156862745098,0.9376953939141308,0.9297647432840566,0.9437751004016064,0.95,0.9464442931699568,0.9447756021486744,0.9498665184831568,0.9410049019607842,0.9392889635383862,0.9360877985797289,0.9334667037111103,0.9289032982742775,0.9303117799184737,0.935251798561151,0.9302999810206588,0.9294871794871795,0.9472981987991995,0.944846522775076,0.9476038581448821,0.9368443362966082,0.9374804565353345,0.9241644434911153,0.9429311621021466,0.9472367480531206,0.9271820274890114,0.9475134948891696,0.9437751004016064,0.9482758620689655,0.9412778904665314,0.9485714285714286,0.9404388714733543,0.9397329679758267,0.9397903491293425,0.9439233624578252,0.9501187648456056,0.9490748864323175,0.9477319477940134,0.946330974833226,0.9549096280998657,0.9607764643087019,0.9666553210800999,0.9622294380635057,0.9653846153846154,0.9646490175017375,0.9673115410273516,0.9663670742538585,0.953125,0.9616724738675958,0.96,0.9609756097560975,0.9595959595959596,0.9654290091520883,0.9689922480620154,0.9636650868878357,0.962278675904542,0.9693820710439207,0.9663366883789184,0.9690469178666088,0.963294331630956,0.9607756721022477,0.9669889963321107,0.9695431472081218,0.9705661703433438,0.9723837209302325,0.9735506972633757,0.975,0.9702205046601501,0.9712426493872199,0.9724889011859696,0.9658502932045533,0.9640287769784173,0.9594087916372962
89,394931,"Ogden, UT",Msa,0.9906837131739855,1.012788888888889,1.0045591836734693,1.0213719029374202,1.0207056350401607,1.0240235294117648,1.0249227429020533,0.9879825447983125,1.0008943911066195,1.0046887911901354,1.0004349717268377,0.9853957441564063,1,0.9929495073891625,0.9848653061224489,0.9731084225221033,0.982615268329554,1.014639024390244,0.9972481222481222,0.9758723809523809,0.9812782440284055,1.0095614378551812,1,0.982231370899916,1.0253208699498138,1.0234564777327935,1.0254916849938027,1.0322584031623276,1.043492876344086,1.0112416666666666,1.0155641025641025,1.0271657219073025,1.010016673614006,1.0126591181127296,1.0416315789473685,1.0524719101123596,1.0382373049803273,1.042365787079163,1.0484089550201463,1.043176588294147,1.0470358974358975,1.043993846153846,1.043333206534165,1.0380907196868607,1.0477521739130435,1,1.0174426389829234,1.0130434782608695,1.0043221610805402,1.0019583579525504,1.0164601321979396,1.0291278149923706,1.0254235294117646,1.0200651814932793,1.0200111172873818,1.0185745454545454,0.993599590373784,1.0163074238719716,1.0364963503649636,1,0.9693558474046279,0.9907934554551323,0.9829564221968518,1,0.9839893262174784,1.0006064281382656,0.9877454354328048,1,0.9856428649233286,0.9911423016356958,0.9838476738942514,0.9911111111111112,1.0002592016588907,1,0.9962484368486869,1,1,1,1,1,1,0.9977777777777778,0.9897435897435898,1,1.0196897435897436,1,1.0220645505468124,1.0414030990173848,1.04,1.0502796608632443,1.037411306042885,1.025746160093743,1.0215903106898367,1.0258064516129033,1.0142285571392848,1.0111049937823156,1,1.0252597612132945,1.0252482909678338,1.0454545454545454,1.0455566389110977,1.047903410272406,1.051417624521073,1.0333833408939292,1.0280614649589126,1.021567294913616,1.0047370104327005,1.0213509788060184,1.0304118357487924
90,394528,"Daytona Beach, FL",Msa,0.8531430056240047,0.8595392990227265,0.8259291832508353,0.8610805899210177,0.864113317501221,0.8578373923291357,0.8421052631578947,0.8738636363636363,0.8685832685832686,0.8429805201397166,0.8595988538681948,0.8576329331046312,0.86,0.8814702240234156,0.875,0.8594229588704727,0.8745218334074101,0.8846247942827028,0.8892249452672883,0.8690629915171992,0.8740999740999742,0.8741812227074236,0.8869346733668342,0.8917058926201644,0.87248322147651,0.892018779342723,0.8949416342412452,0.900225056264066,0.8974358974358975,0.9122807017543859,0.9149384775644791,0.9145896656534954,0.904293594196327,0.9156626506024096,0.921294262367103,0.918340365769539,0.9191826601646478,0.9090909090909091,0.9272727272727272,0.9226063147086507,0.929866036249015,0.934130004452035,0.9356863675962057,0.9378907878282617,0.933955970647098,0.933955970647098,0.9309309309309309,0.9260120986505351,0.9232480533926585,0.9204944514679028,0.9183551093614446,0.9237445753254805,0.9282934963868816,0.9375,0.9351876783887123,0.9319526627218935,0.9299793996468511,0.9281856371274255,0.931502317251562,0.9340832484814438,0.9254627313656828,0.9282934963868816,0.9347453409279434,0.9291023441966838,0.9391304347826087,0.9434940383618455,0.9470899470899471,0.9411764705882353,0.9426702577914583,0.9409190371991247,0.9383033419023136,0.9405320813771518,0.9443415077612397,0.940668040930031,0.9456561392537002,0.948509485094851,0.9477348560213955,0.9518072289156626,0.9533931427527091,0.9535367443033718,0.9551967744458252,0.9523809523809523,0.9472759226713533,0.9459459459459459,0.9539121114683816,0.9517144856543037,0.9515570934256056,0.9558408647882333,0.956741524823332,0.9566643687450971,0.9571428571428572,0.9538725619647641,0.9546925566343042,0.9510086455331412,0.9557027225901398,0.9523809523809523,0.9485065684603968,0.95,0.9589173377027562,0.9560997837530778,0.9574878830197979,0.9571950957195096,0.9571428571428572,0.9547454252394045,0.9546952288830695,0.9455587392550143,0.9530725671140939,0.9468470886688878,0.9505086215194318
91,394531,"Des Moines, IA",Msa,0.8709910831129994,0.896457765667575,0.9237095141700404,0.9314857582755967,0.9469240048250904,0.9463087248322147,0.9191838367673535,0.933286938632242,0.9260577230549809,0.9266666666666666,0.9055555555555556,0.9164760509565053,0.9192254124705378,0.8955223880597015,0.9067796610169492,0.9266798418972332,0.9354677338669335,0.9427099120945741,0.9436721528707623,0.9315789473684211,0.9333333333333333,0.9423659673659673,0.9231389057325434,0.9212136772577957,0.9107142857142857,0.9288475955835208,0.9294566253574833,0.9413333333333334,0.9507640067911715,0.9557988927781298,0.9538265685481067,0.9506191044557599,0.9578900709219859,0.9514285714285714,0.9458574947949386,0.9429624810236391,0.95,0.9463087248322147,0.9459961874463465,0.9615384615384616,0.9594491425886775,0.9693558474046279,0.966155231199479,0.96816114359974,0.9595097146326654,0.9570524412296564,0.9556057185854026,0.9533333333333334,0.943502824858757,0.9392936906756002,0.954692082111437,0.9636767976278725,0.970025393287387,0.9734167318217357,0.9722222222222222,0.9688581314878892,0.9645889511709997,0.9629814907453726,0.9574468085106383,0.9514309243431613,0.9523809523809523,0.9589513625388065,0.9662921348314607,0.975,0.9808884699766107,0.9797152732060566,0.9779590167533978,0.9719839908519153,0.975,0.9697799916977999,0.9672325305961311,0.9629629629629629,0.9645356458071308,0.9674705552439709,0.9738177719124601,0.9809523809523809,0.9851606086800794,0.9855247075257552,0.9871010771812562,0.9820627802690582,0.9790527750515625,0.9753298909925416,0.9692307692307692,0.9705793145283591,0.9615267325989454,0.9722067815453029,0.9741514545619183,0.9825842696629213,0.9904716531681753,0.9879101899827288,0.9866629609042061,0.9818181818181818,0.9822570614974219,0.9770727179805263,0.9724330099012082,0.9675675675675676,0.9668852802625675,0.9733436685829941,0.978049533691557,0.987689393939394,0.9884615384615385,0.9903263453409201,0.9867531765341985,0.982159096814426,0.9795918367346939,0.9733333333333334,0.9737551152708561,0.9695762404925752,0.9644957983193277
92,394711,"Jackson, MS",Msa,0.9667936507936508,0.9607113923293404,0.9914032634032635,1.014758064516129,0.9937906976744186,1.0084597014925374,0.9874484052532833,0.9987124749833222,0.982878892733564,0.9808627450618428,0.9584650682358833,0.914792956206873,0.9753255587949465,0.9597560103916982,0.9712063492063492,0.9739541547277937,0.9876881720430107,0.9995396825396825,1.0058780384397965,0.9739692307692308,0.9939549759526451,0.9791400595998297,0.9754190429235206,0.9774036881389951,0.9008173081441797,0.9751936507936508,0.986196636544547,0.970724365017194,0.9625000701134625,0.9694819578420865,0.9413919138895517,0.9922518721422151,0.9552702702702702,1.0013058823529413,0.99667306088407015,1.0007104736490993,0.9773182121414277,0.976467160302586,0.9891166314305849,0.9989905956112852,1.0066507936507936,0.9923854660347551,0.9718127625045001,0.9887662337662337,0.9833620910915664,0.9653564774844368,0.9908580506923321,0.9777777777777777,0.9308591582075658,0.9503167722574192,0.9905826416629253,0.9685670228490485,0.995084067253803,0.9755068232888525,0.98547,0.9832869080779945,0.9884001731697529,1,0.990078201368524,0.9889296442885972,0.9818733778272155,0.9799932180400136,0.9827200496482025,1.0003325485579753,1.0203785505659,1.0326729662213534,1,1.005311111111111,0.9951325040562466,1,1.007854770531401,0.9904531151667716,0.9773181249728908,0.9958158830431836,0.9999862544844744,0.982838847564875,1,0.9924346237295878,1,0.9887359198998749,0.9913793103448276,1,1.0044748566093102,0.9931972789115646,0.9847068302766844,0.9899665551839465,1.0011467922592412,1,1.0005141388174807,1.0143934201507883,1,1.006098499422855,1.0028380626052036,0.9972087613878658,0.9777066666666666,0.9785407725321889,0.9896990587299483,0.9759391500472125,0.9706570785984849,0.9700196702183435,0.9717767259470306,0.986046511627907,0.9787683185408966,0.9779046615867324,0.9651315683761398,0.9675213675213675,0.9777777777777777,0.976,0.9574468085106383
93,395245,"Youngstown, OH",Msa,0.8742275410838387,0.8609623430962343,0.8846153846153846,0.8948685857321652,0.8984375,0.8666666666666667,0.8940971856224307,0.8702619203000637,0.8821428571428571,0.8481409556175912,0.8675652978710687,0.862607839459865,0.8930041375127267,0.874601692161768,0.875643430990523,0.8755952380952381,0.8735395329689699,0.8598726114649682,0.8954708171206226,0.875968992248062,0.8875739644970414,0.876374713870196,0.8670795616960457,0.8858695652173914,0.8548947205651667,0.8666666666666667,0.8670309653916212,0.8978171464726352,0.8798158570928798,0.9090909090909091,0.912364967589341,0.9071117561683599,0.8999499499499499,0.8995004748751187,0.9054441260744985,0.9040511727078892,0.8870134028635469,0.8674009840993682,0.8982301522451894,0.8949039839847837,0.9068217054263565,0.9122807017543859,0.9241308998529215,0.9045361635220126,0.9170487703209671,0.9,0.8947368421052632,0.8888888888888888,0.9111111111111111,0.8894464079696742,0.8830369357045144,0.914792079804189,0.9298998569384835,0.9289176090468497,0.9351892127011744,0.9248085983510013,0.9261009591822447,0.9006004002668445,0.8941256393468447,0.8870967741935484,0.9111111111111111,0.8835341365461847,0.9,0.9089089453380886,0.917252181696129,0.924657961492078,0.936180904522613,0.9326660600545951,0.9284692417739628,0.9223383124106149,0.9017543859649123,0.9044588498809821,0.8885432999427723,0.9065326633165829,0.9077310768946225,0.9283568302415828,0.9347897196261683,0.9395705499529248,0.9353348729792148,0.9253731343283582,0.9311086392287726,0.910958904109589,0.9120790951678444,0.9063864366639808,0.89,0.9134407991826541,0.9174312635681299,0.923346978225027,0.9349682416229179,0.9448043729100928,0.9360877985797289,0.9394255709495793,0.9332404828226555,0.9310344827586207,0.9363636363636364,0.9181969949916527,0.9232189786206406,0.9200655200655201,0.9326217478318879,0.9333333333333333,0.9422222222222222,0.94972067039106145,0.9565217391304348,0.9380863039399625,0.9454949944382648,0.9367088607594937,0.9327012759738075,0.9209709448160535,0.916649298318744
94,394352,"Augusta, GA",Msa,0.8818181818181818,0.8910869082018227,0.9393126980258348,0.9191443242804651,0.9294358933701803,0.9310161798081851,0.9179170344218888,0.9289019847588718,0.9145879745027383,0.9193726961836577,0.8758044877369977,0.8778584380813601,0.8922247882986913,0.8924065545444828,0.9290593820156718,0.9127861093713796,0.9303721488595438,0.9170141784820685,0.9167546069727869,0.9045026858430081,0.9043236667171638,0.9002143878037161,0.8928571428571429,0.9077023162733748,0.8747988855315307,0.8787541713014461,0.9147934720450447,0.91372882441905,0.9105011830764893,0.9207421412414314,0.9327694969728408,0.9230177059276367,0.9274840527531014,0.9116175653140633,0.9095848595848596,0.8971704623878537,0.9090495491769377,0.9175192433915533,0.9210110584518167,0.93,0.9266123054114158,0.9373762754790235,0.9497426484646858,0.9491900760304122,0.9362257174716826,0.9377777777777778,0.9401010277653985,0.9276,0.9345794392523364,0.9312320916905444,0.9302325581395349,0.93230281223369,0.9570813463073744,0.9523809523809523,0.9463850174216027,0.9479839950754079,0.9477105411414366,0.9393939393939394,0.953307392996109,0.9420007785130401,0.9425287356321839,0.9436133486766398,0.9567891891891892,0.951417004048583,0.9656353330184223,0.9646382481913249,0.9647146780592004,0.9649749821300929,0.96,0.9584227467811159,0.9502969678024382,0.9479856937964088,0.95,0.9523582658408766,0.9663865546218487,0.972814820736174,0.967741935483871,0.9755699101854483,0.9715429079590929,0.9681704758050313,0.9629645841181906,0.9614061546744751,0.9643872673356764,0.9565857247976454,0.9599703484062269,0.9627459187944747,0.964209161801331,0.9697835851367905,0.9777222942375228,0.9721229449606862,0.9728183118741058,0.9713675370879338,0.9677211103938025,0.9674418604651163,0.9644364464092167,0.9657195145444037,0.963806173812845,0.9697235629662132,0.9727520435967303,0.9739826551034023,0.97895174444394,0.9843276270073219,0.9842457660496259,0.97999799959992,0.9805419585147523,0.9735643054646426,0.9671272034302049,0.9685583440929633,0.9675539514249192
95,395075,"Scranton, PA",Msa,0.8929539295392954,0.82474,0.8528030042740584,0.851063829787234,0.9168124392614189,0.8923076923076924,0.9236071225867662,0.9193548387096774,0.9030201682375596,0.8983377777777778,0.867036794775663,0.9018266750497848,0.8934169278996865,0.868421052631579,0.8548632218844985,0.893928035982009,0.8997429305912596,0.9038461538461539,0.8979591836734694,0.8946439081812831,0.9062882139076054,0.8784691245069071,0.86125,0.8781472001150064,0.8666666666666667,0.8549444444444445,0.8667000668002672,0.8756639304683728,0.8862476839452401,0.8803068712474983,0.9063927935781483,0.9172833234977165,0.9119496855345912,0.8806942370533879,0.8934799813561813,0.8813793103448275,0.8618645273985897,0.8490613266583229,0.8825443652370779,0.8955348797780407,0.8998548621190131,0.9302325581395349,0.9182170542635659,0.9223300970873787,0.9141083132114523,0.9,0.9072892374460881,0.8994730636895165,0.8697734940799862,0.8490566037735849,0.8611111111111112,0.8825184837075613,0.8717948717948718,0.9190685688266762,0.9110212726123892,0.9103448275862069,0.8941017543859648,0.9037953271367974,0.8876351270846683,0.8775,0.8628784439136414,0.86032741205154994,0.8856597649319313,0.9,0.905123489301537,0.915588676415448,0.9217877094972067,0.9099181073703366,0.9047619047619048,0.9009009009009009,0.8596398516199835,0.8920863309352518,0.8948685857321652,0.8710327530605162,0.8727810650887574,0.9155501287043759,0.8898776418242491,0.9230769230769231,0.9208946104251823,0.9204586584818519,0.9181969949916527,0.9129564782391195,0.917686318131257,0.8964097841675658,0.885,0.9018554820813289,0.8955476849518702,0.8956796628029505,0.9259259259259259,0.9287763915247882,0.9265799061531899,0.9351892941735795,0.9184072213269294,0.9213152173913044,0.9042998740077333,0.9089253187613844,0.896551724137931,0.917737590224312,0.9137638617090671,0.9052467376289136,0.9317378413544231,0.9405132544785437,0.9444444444444444,0.9438202247191011,0.9346057571964956,0.9399276653779465,0.9151205093224193,0.9099718111346018,0.9167567567567567
96,394666,"Harrisburg, PA",Msa,0.9356850935685094,0.9193245778611632,0.949964260185847,0.9499467518636848,0.9567690507280396,0.9455191901934147,0.9549437559825518,0.9395837542937967,0.9312320916905444,0.9446838457654865,0.934752737606719,0.9461955029822066,0.9269397993311037,0.9271406353067906,0.9396430347801138,0.9368088467614534,0.9463724319450199,0.9467700191854551,0.9558919821891487,0.9464575446187128,0.9415457041977247,0.9459474254367768,0.9343402955659509,0.9183673469387755,0.9185332669653228,0.9333333333333333,0.9204175979334823,0.9393343659398705,0.9363831308077198,0.9478672985781991,0.9549666865030746,0.9444135630906059,0.9425714285714286,0.9338840910187773,0.9339619855951449,0.94462803617585,0.9292351679771265,0.9405792773962377,0.9397209792050539,0.9449694274596998,0.9505941213258287,0.9615088529638183,0.9528301886792453,0.9594391116130246,0.9526627218934911,0.9492292258563519,0.9406256650351138,0.9427003596790555,0.934227330779055,0.9215376513954713,0.9430331023864511,0.9428571428571428,0.9563929880162425,0.9590745019756901,0.964215791354055,0.9580838323353293,0.9496518199305131,0.9407526020816653,0.9471098469711572,0.9322419281491587,0.9382202910664241,0.9192200764397471,0.9363776295536173,0.956615291519985,0.963702897666014,0.9604802259887005,0.9636363636363636,0.9614069927639664,0.9591466756608626,0.9523733914016543,0.9627863475979372,0.9464575446187128,0.9444290037675251,0.9420754931038395,0.9595959595959596,0.9596180480106759,0.9639869043288468,0.9771428571428571,0.9756969263759828,0.9687304565353346,0.9655317299333527,0.9673115410273516,0.9633671911005883,0.9561578355352675,0.9566968781470292,0.9588500356783822,0.96266,0.9739405106607002,0.9748666369301613,0.978416149068323,0.9773030303030303,0.9751523913723038,0.9748589020010262,0.9693196976433971,0.9654827413706853,0.9615384615384616,0.9527272727272728,0.9583991574512901,0.9642426677380475,0.9748102139406487,0.9795070375896499,0.9877097925201532,0.9866592551417455,0.9829787234042553,0.9754877438719359,0.9705175295470405,0.9672003774771941,0.9674715858342675,0.9572266298723697
97,394957,"Melbourne, FL",Msa,0.8898776418242491,0.8919597989949749,0.9003301220454838,0.8979591836734694,0.880316966934348,0.8855053337732322,0.8716136631330977,0.8691581516650808,0.8590242309697816,0.8725490196078431,0.8669557482766288,0.8557003580815497,0.8688783570300158,0.85,0.8505002942907592,0.8672063748430449,0.8647773882549414,0.8822143698468787,0.8871774731541457,0.875758589731849,0.896,0.9038089089735313,0.8978700738009966,0.8963792384758017,0.9003601440576231,0.90735765664269,0.9148510394997749,0.9234828496042217,0.9155937052932761,0.9326164874551972,0.9245137657353839,0.9223930673912148,0.9263313896083945,0.9375,0.9265442404006677,0.9366028173604923,0.9336446519902157,0.9272922799175711,0.9291941419080783,0.9300754650754651,0.9375,0.948233983807072,0.9513742071881607,0.9467667023937121,0.948509485094851,0.9455066423547799,0.9394379428703421,0.9378349410503751,0.9359982837528604,0.922302521287518,0.9315068493150684,0.9282475326753801,0.9417906977143771,0.9462582538969169,0.9438525808703901,0.9383065162773294,0.94,0.9470398317026516,0.9420542694458771,0.9447068630175048,0.9420289855072463,0.9392935485853336,0.9466155589006757,0.9497402384897016,0.9561251461821898,0.9546771579220197,0.9529319773979051,0.9506790564689064,0.9531772575250836,0.9515570934256056,0.9547738693467337,0.9521531100478469,0.95,0.949438202247191,0.9546771579220197,0.9568480300187617,0.9590346141632264,0.9539123054187617,0.9565217391304348,0.9616029110619053,0.9563199412951753,0.9563318777292577,0.9581881533101045,0.9599426934097421,0.9557661927330173,0.9529411764705882,0.9547190398254228,0.9597806215722121,0.9640072247135028,0.9657142857142857,0.966183574879227,0.9656038089741741,0.9619815163593359,0.9569377990430622,0.9592581558170714,0.9592214663643235,0.9549795361527967,0.9545454545454546,0.9581497797356828,0.9596053158483688,0.9646899957914106,0.9629814907453726,0.9581589958158996,0.9606636054267079,0.958904109589041,0.9523809523809523,0.9505941213258287,0.9458064516129032,0.9423334898748104
